"";"Hobbit";"Hobbit.txt.bak";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"płonąć";0;2;0;0;0;0;0;0;0
"płynąć";0;0;0;0;0;0;0;0;1
"pływać";0;0;0;0;0;0;0;1;0
"pobić";0;0;0;0;0;4;0;0;0
"pobiegli";0;0;0;0;0;0;0;0;1
"pobiegł";0;0;0;0;0;0;1;1;1
"pobierać";0;0;0;0;1;0;0;0;0
"pobity";0;0;0;1;0;0;0;0;0
"pobliże";0;0;0;0;0;0;2;1;0
"pobudować";0;0;0;0;0;0;1;0;0
"pobyt";0;0;0;2;3;0;0;0;0
"pochłonąć";0;0;0;0;0;0;1;0;0
"pochodnia";1;1;0;0;0;0;0;0;0
"pochodzenie";0;0;0;1;0;0;0;1;0
"pochodzić";0;0;2;1;4;1;0;3;0
"pochopny";0;0;0;0;0;0;0;0;1
"pochować";0;0;0;0;0;0;1;0;0
"pochwa";0;1;0;0;0;0;0;0;0
"pochwalać";0;0;0;0;0;0;0;1;0
"pochwycić";0;0;0;0;0;0;0;0;1
"pociąg";0;0;0;2;0;0;0;0;0
"pociepleć";1;0;0;0;0;0;0;0;0
"pocieszać";0;0;0;0;0;0;0;0;1
"pocisk";0;0;0;0;0;0;0;0;1
"początek";0;0;2;5;1;2;3;1;0
"początkowy";0;0;2;2;1;1;0;1;0
"poczekać";1;0;0;0;0;0;0;0;0
"poczmistrz";0;0;0;0;0;0;0;1;0
"poczta";0;0;0;0;0;0;0;1;0
"pocztowy";0;0;0;1;0;0;0;0;0
"poczuć";1;0;0;0;0;0;0;0;0
"poczynać";0;0;0;1;0;0;0;0;0
"poczynić";0;0;0;0;0;0;0;1;0
"podać";0;0;0;0;0;0;0;1;0
"podarek";0;0;0;0;0;0;0;1;0
"podawać";0;0;0;1;0;0;0;0;0
"podążać";0;2;0;0;0;0;0;0;0
"podbiegło";0;0;0;0;0;0;1;0;0
"podbijać";0;0;0;0;0;1;0;0;0
"podburzyć";0;0;0;0;0;0;0;0;1
"podchodzić";0;0;0;1;0;0;0;0;0
"podczas";0;3;7;4;1;7;0;5;1
"poddać";0;0;1;1;0;0;1;0;0
"poddany";3;0;0;0;0;0;0;0;0
"poddawać";0;0;0;1;0;0;0;0;0
"podejrzane";1;0;0;0;0;0;0;1;0
"podejrzeć";0;0;0;0;1;0;0;0;0
"podejrzewać";0;0;0;1;2;0;0;0;0
"podejść";0;0;0;0;0;0;1;0;0
"podeprzeć";0;0;0;0;0;0;0;0;1
"podeszły";1;0;0;0;0;0;0;0;0
"podeszwa";1;0;0;0;0;0;0;0;0
"podfrunąć";1;0;0;0;0;0;0;0;0
"podhale";0;0;1;0;0;0;0;0;0
"podjąć";0;0;2;1;1;1;0;0;0
"podkraść";0;1;0;0;0;0;0;0;0
"podkreślić";0;0;2;0;0;0;0;0;0
"podlić";0;0;0;0;0;0;1;0;0
"podłoga";0;1;0;0;0;0;0;0;0
"podniecić";0;1;0;0;0;0;0;0;0
"podnieść";0;2;0;0;0;0;1;0;1
"podnosić";0;0;0;0;0;0;0;0;1
"podnóże";0;0;0;0;0;0;0;0;2
"podobać";0;0;0;0;0;0;2;0;0
"podobno";0;0;0;0;0;0;2;1;3
"podobny";1;1;0;0;0;0;0;0;0
"podówczas";0;0;0;0;0;0;0;2;0
"podpalać";0;1;0;0;0;0;0;0;0
"podpalić";0;0;0;0;0;0;0;0;1
"podpełzać";0;0;0;0;0;0;0;0;1
"podpełznąć";0;0;0;0;0;0;1;0;0
"podpisać";0;0;0;0;2;4;0;0;0
"podpłynąć";0;1;0;0;0;0;0;0;0
"podprowadzić";1;0;0;0;0;0;0;0;0
"podróż";0;4;5;1;1;0;2;1;0
"podróżnik";0;2;0;0;0;0;0;1;0
"podróżować";0;0;1;0;0;0;2;0;0
"podrywać";0;0;0;0;0;0;0;0;1
"podsłuchać";0;0;0;0;0;0;0;1;0
"podstawa";0;0;1;0;0;0;0;0;0
"podstawowy";0;0;0;0;0;2;0;1;0
"podsuwać";0;1;0;0;0;0;0;0;0
"podtrzymywać";0;0;1;0;0;0;0;0;0
"poduszka";1;0;0;0;0;0;0;0;0
"podwładny";0;1;0;0;0;0;0;0;0
"podwórko";0;0;0;0;0;0;1;0;0
"podział";0;0;0;1;0;0;0;0;1
"podzielać";1;0;1;0;1;0;0;0;0
"podziemie";0;0;0;0;0;0;0;2;2
"podziemny";0;1;0;0;0;0;1;0;1
"podziw";0;0;0;0;0;0;1;0;1
"poemat";0;0;2;0;2;0;0;0;0
"poeta";0;0;1;0;1;0;0;0;0
"poetycki";0;0;1;0;0;0;0;0;0
"poezja";0;0;2;0;0;0;0;0;0
"pogawędka";0;0;0;0;0;0;1;0;0
"pogląd";0;0;1;0;2;0;0;0;0
"pogłębić";0;0;0;1;0;0;0;0;0
"pogłoska";1;0;0;0;0;0;0;0;0
"pogoda";0;2;0;0;0;0;0;0;1
"pogoń";0;0;0;0;0;0;0;0;1
"pogorzelisko";1;0;0;0;0;0;0;0;0
"pogranicze";0;0;0;0;0;0;0;1;0
"pogranicznik";0;0;0;0;0;0;0;1;0
"pogruchotać";0;0;0;0;0;0;0;0;1
"pogrzebowy";0;0;1;0;0;0;0;0;0
"poinformować";0;0;0;0;0;1;0;0;0
"poinstruować";0;1;0;0;0;0;0;0;0
"pojawić";0;2;0;0;0;0;0;0;0
"pojąć";1;0;1;0;0;0;0;0;0
"pojechać";0;0;0;0;1;1;0;0;2
"pojedynek";0;1;0;0;0;0;0;0;0
"pojedynkę";1;0;0;0;0;0;0;0;0
"pojęcie";0;0;1;0;0;0;0;1;0
"pojmać";0;1;0;0;0;0;0;0;0
"pokaz";0;1;0;0;0;0;0;0;0
"pokazać";0;2;0;0;0;0;3;1;1
"pokazujac";1;0;0;0;0;0;0;0;0
"pokazywać";0;0;0;0;0;0;2;0;0
"pokaźny";0;1;0;0;0;0;0;0;0
"pokojowa";0;0;0;1;0;0;0;0;0
"pokojowy";1;0;0;0;0;0;0;0;0
"pokolenie";2;0;0;0;0;1;0;3;0
"pokonać";1;0;0;0;0;1;0;0;0
"pokonując";0;0;0;0;0;2;0;0;0
"pokój";1;0;0;0;0;0;0;0;0
"polacy";0;0;1;0;0;0;0;0;0
"polak";0;0;0;5;1;5;0;0;0
"pole";0;0;0;1;0;0;1;0;2
"polecenie";0;0;0;0;1;0;0;1;0
"polegać";0;0;0;1;0;0;0;1;0
"poległy";1;0;0;0;0;0;0;0;0
"polegnąć";1;0;0;0;0;0;0;1;1
"policja";0;0;0;2;0;0;0;3;0
"policjant";0;0;0;0;0;0;0;1;0
"policzyć";0;0;0;0;0;0;0;0;1
"poliglota";0;0;1;0;0;0;0;0;0
"polihistor";0;0;0;0;1;0;0;0;0
"polityczny";0;0;1;1;0;0;0;0;0
"polityk";0;0;1;1;0;0;0;0;0
"polityka";0;0;0;1;0;0;0;0;0
"poloniavarsovia";0;0;0;0;0;1;0;0;0
"polonii";0;0;0;0;0;1;0;0;0
"polonista";0;0;1;0;0;0;0;0;0
"polonistyczny";0;0;1;0;0;0;0;0;0
"polować";0;1;0;0;0;0;0;0;0
"polsce";0;0;2;0;0;1;0;0;0
"polskę";0;0;0;1;0;0;0;0;0
"polski";0;0;13;36;5;23;0;0;0
"polskic";0;0;0;0;1;0;0;0;0
"polskie";0;0;0;2;0;1;0;0;0
"polskobolszewickiej";0;0;1;0;0;0;0;0;0
"polskokrzyżacka";0;0;0;0;1;0;0;0;0
"polskoszwedzkich";0;0;0;0;1;0;0;0;0
"poł";0;0;0;0;1;0;0;0;0
"połączenie";0;0;0;0;0;1;0;0;0
"połączyć";1;0;0;0;0;0;0;0;0
"połoŝeniem";1;0;0;0;0;0;0;0;0
"połoŝeniu";1;0;0;0;0;0;0;0;0
"połowa";0;0;0;0;2;3;0;1;0
"położenie";0;0;1;0;0;0;0;1;0
"położyć";0;0;0;0;1;0;0;0;2
"południe";5;0;0;0;0;0;1;2;2
"południowy";0;0;0;0;1;0;1;4;0
"południu";1;0;0;0;0;0;1;0;0
"pomagać";0;0;1;0;0;0;0;0;0
"pomaszerować";1;0;0;0;0;0;0;0;0
"pomiędzy";0;1;0;0;2;2;0;0;1
"pomijając";0;1;0;0;0;0;0;0;0
"pomimo";0;0;1;1;3;0;0;0;0
"pominąć";0;0;0;0;0;0;0;2;0
"pomnik";0;0;0;0;1;0;0;0;0
"pomoc";5;1;0;2;1;0;0;2;0
"pomocniczy";0;0;2;0;0;0;0;0;0
"pomocnik";0;0;0;0;0;1;0;0;0
"pomordować";0;0;1;0;0;0;0;0;0
"pomóc";1;1;1;1;0;0;2;0;4
"pomponacjusza";0;0;0;0;1;0;0;0;0
"pomylić";0;0;1;0;0;0;0;0;0
"pomyłka";0;0;0;0;1;0;0;0;0
"pomysł";0;2;0;1;0;0;1;2;0
"pomyśleć";1;1;0;0;0;0;0;0;0
"pomyślniejszy";1;0;0;0;0;0;0;0;0
"pomyślny";2;0;0;0;1;0;0;0;0
"ponadto";1;2;1;0;1;6;0;0;0
"ponieść";0;1;0;0;0;0;0;0;0
"poniewaŝ";1;0;0;0;0;0;0;0;0
"poniewczasie";0;0;0;0;0;0;0;1;0
"poniewierka";1;0;0;0;0;0;0;0;0
"poniżej";0;0;0;0;1;0;0;0;0
"ponoć";0;0;0;0;0;0;0;1;0
"ponowny";1;2;1;2;1;1;0;0;0
"pontyfikat";0;0;7;0;0;0;0;0;0
"ponury";2;0;0;0;0;0;0;0;0
"poparcie";0;0;0;2;0;0;0;0;0
"popatrzyć";0;0;0;0;0;0;0;0;1
"popierać";0;0;1;0;1;0;0;0;0
"popłoch";0;0;0;0;0;0;0;0;1
"popołudnie";0;0;0;0;0;0;0;1;0
"poprawa";0;0;0;0;0;1;0;0;0
"poprawić";0;0;2;0;0;0;0;1;0
"poprosić";1;2;0;0;0;0;0;0;0
"poprowadzić";0;1;0;0;0;0;0;0;0
"poprzeć";0;0;1;1;0;0;0;0;0
"poprzedni";0;1;0;0;0;1;0;0;0
"poprzednik";0;0;3;0;0;0;0;0;0
"poprzedzać";0;0;1;1;0;0;0;0;0
"poprzek";1;0;0;0;0;0;1;0;0
"poprzez";0;0;1;0;1;0;0;0;0
"popularny";0;0;1;0;0;0;0;0;0
"pora";1;1;0;0;0;0;1;1;2
"poranek";0;1;0;0;0;0;0;1;1
"porozmawiać";1;0;0;0;0;0;0;0;0
"porozumieć";0;0;0;0;0;1;0;0;0
"porucznik";0;0;2;0;0;0;0;0;0
"poruszać";0;1;0;0;0;0;0;0;0
"porządek";0;0;0;0;0;0;1;0;0
"porządki";0;0;0;0;0;0;1;0;0
"porządkować";1;0;0;0;0;0;0;0;0
"porządkowy";0;0;0;0;0;0;0;1;0
"porządku";0;0;0;0;0;0;0;2;0
"posagowy";0;0;0;1;0;0;0;0;0
"poŝałować";1;0;0;0;0;0;0;0;0
"poŝądliwość";1;0;0;0;0;0;0;0;0
"poselstwo";0;0;0;1;0;0;0;0;0
"poseł";2;0;0;0;2;0;0;0;0
"posępny";1;0;0;0;0;0;0;0;0
"posiadać";0;0;1;1;3;0;0;1;0
"posiąść";0;0;0;0;0;0;0;1;0
"posiłek";0;2;0;0;0;0;0;0;0
"posiłki";0;1;0;0;1;1;1;0;1
"poskręcać";0;0;0;0;0;0;0;0;1
"posłać";0;1;0;0;0;0;0;0;0
"posłuchać";0;0;0;0;0;0;1;0;1
"posługa";0;0;2;0;0;0;0;0;0
"posłużyć";0;0;0;1;0;0;0;0;0
"posłyszeć";1;0;0;0;0;0;0;0;0
"posnąć";0;1;0;0;0;0;0;0;0
"pospieszyć";0;0;0;0;0;0;2;0;0
"posprzątać";0;1;0;0;0;0;0;0;0
"postać";0;1;2;0;0;0;0;1;0
"postanowić";0;2;2;1;0;0;1;0;0
"postanowienie";1;0;0;0;0;0;0;0;0
"postarać";0;0;0;0;0;0;1;0;0
"postarzać";0;0;0;0;0;0;1;0;0
"postawa";0;0;2;0;0;0;0;0;0
"postawić";0;0;2;1;0;0;0;0;0
"postrzegać";0;0;1;0;0;0;0;0;0
"postulat";0;0;0;1;1;0;0;0;0
"postulować";0;0;0;2;0;0;0;0;0
"postura";0;0;0;0;0;1;0;0;0
"posuwając";0;0;0;0;0;0;0;1;0
"poszarpany";0;0;0;0;0;0;0;0;1
"poszedł";2;0;0;0;0;0;1;1;1
"poszedłem";0;0;0;0;0;0;0;0;1
"poszła";1;0;0;0;0;0;1;0;0
"poszło";0;0;0;0;0;0;1;0;0
"poszukać";0;0;0;0;0;0;0;0;2
"poszukiwacz";0;1;0;0;0;0;0;0;0
"poszukiwanie";0;0;0;0;0;0;0;1;0
"pościągać";1;0;0;0;0;0;0;0;0
"pośpieszyć";0;1;0;0;0;0;0;0;0
"pośrednictwo";0;0;0;1;0;0;0;0;0
"pośredniczyć";0;0;0;1;0;0;0;0;0
"pośród";0;0;1;0;0;0;0;1;2
"poświadczyć";0;0;0;0;1;0;0;0;0
"poświęcać";0;0;2;0;0;0;0;0;0
"poświęcić";0;0;0;1;1;1;0;0;0
"pot";0;0;0;0;0;0;0;0;1
"potem";4;1;2;1;3;0;5;1;2
"potęga";0;0;0;1;0;0;0;0;1
"potępić";0;0;1;0;2;0;0;0;0
"potężny";0;1;0;0;0;0;0;0;2
"potknąć";0;0;0;0;0;0;0;0;1
"potoczyć";0;0;0;0;0;0;0;0;1
"potok";1;1;0;0;0;0;0;0;6
"potomek";1;0;0;0;0;0;0;2;0
"potomstwo";0;0;0;0;0;0;0;1;0
"potrafić";0;1;0;0;0;0;0;0;0
"potraktować";0;0;0;1;0;0;1;0;0
"potrawka";0;1;0;0;0;0;0;0;0
"potrójny";0;0;0;0;0;1;0;0;0
"potrzeba";1;0;1;0;0;0;0;3;0
"potrzebny";1;0;1;0;0;0;2;0;0
"potrzebować";1;1;0;0;0;0;0;0;0
"potwierdzić";1;0;1;0;0;0;0;0;0
"potwór";0;0;0;0;0;0;0;2;0
"poufny";0;0;0;1;0;0;0;0;0
"powalić";0;1;0;0;0;0;0;0;0
"poważać";0;0;0;0;0;0;0;1;0
"poweseleć";1;0;0;0;0;0;0;0;0
"powędrować";1;0;0;0;0;0;0;0;0
"powiadać";0;0;0;0;0;0;1;1;0
"powiadomić";0;1;0;0;0;0;0;0;0
"powiat";0;0;0;1;0;0;0;0;0
"powiatowy";0;0;1;1;0;0;0;0;0
"powiązać";0;0;0;1;0;0;0;1;0
"powiedzenie";0;0;0;0;0;0;0;0;1
"powiedzieć";6;1;0;0;0;0;8;3;7
"powiesić";0;0;0;0;0;0;0;1;0
"powieść";0;0;0;0;1;0;0;0;0
"powietrze";2;0;0;0;0;0;0;0;2
"powiększać";0;0;0;0;0;0;0;1;0
"powinien";0;1;0;0;0;0;1;0;0
"powinni";1;1;1;0;0;0;0;0;0
"powinny";1;0;0;0;0;0;0;0;0
"powitać";1;0;0;0;0;0;0;0;0
"powitalny";0;0;1;0;0;0;0;0;0
"powlec";0;0;0;0;0;0;1;0;0
"powoli";2;0;0;0;0;0;0;0;0
"powoływać";0;0;0;0;0;1;0;0;0
"powód";0;0;3;2;4;3;0;0;0
"powrotem";1;0;0;0;0;0;2;0;0
"powrócić";0;1;1;2;4;2;0;1;0
"powrót";0;0;1;1;1;0;1;2;0
"powróz";0;0;0;0;0;0;1;0;0
"powstać";0;0;1;1;0;0;0;0;0
"powstały";0;0;1;1;0;1;0;0;0
"powstanie";0;0;0;7;0;0;3;0;0
"powstaniec";0;0;0;1;0;0;0;0;0
"powstrzymać";0;0;0;0;0;0;0;0;1
"powszechny";0;0;1;0;1;0;0;1;0
"powszedni";1;0;0;0;0;0;0;0;0
"powściągliwy";0;0;0;0;0;0;0;1;0
"powtarzać";1;0;0;0;0;0;0;0;1
"powtarzając";0;1;0;0;0;0;0;0;0
"powtórny";0;0;0;0;1;0;0;0;0
"powtórzyć";0;0;0;0;0;1;0;0;0
"powyżej";0;0;0;0;0;0;0;0;1
"powziąć";1;0;0;0;0;0;0;0;0
"pozatykać";1;0;0;0;0;0;0;0;0
"pozbawiając";1;0;0;0;0;0;0;0;0
"pozbawić";0;0;0;1;0;0;0;0;0
"poznać";0;0;3;4;0;5;0;0;0
"pozostać";1;4;1;0;0;0;0;0;0
"pozostały";2;2;0;0;2;0;0;0;0
"pozostawać";0;0;0;0;1;0;0;1;0
"pozostawiając";0;1;0;0;0;0;0;0;0
"pozór";0;0;0;0;0;0;1;1;0
"pozwalać";0;1;0;0;1;0;0;0;0
"pozwalając";0;0;0;0;0;0;1;0;0
"pozwolić";0;1;1;1;0;0;1;0;0
"pozycja";0;0;0;0;1;3;0;0;0
"pożar";0;0;0;1;0;0;0;0;0
"pożegnać";0;0;0;0;0;1;0;0;1
"pożegnalny";0;0;0;0;0;0;0;1;0
"pożerać";0;0;0;0;0;0;0;1;0
"pójść";0;1;0;0;0;0;0;0;0
"póki";3;0;0;0;0;0;0;0;2
"pół";0;0;0;1;0;0;1;0;1
"półfinał";0;0;0;0;0;3;0;0;0
"półfinałowy";0;0;0;0;0;2;0;0;0
"półmrok";0;0;0;0;0;0;1;0;0
"północ";3;0;0;0;0;0;0;2;3
"północny";0;1;0;0;0;0;0;1;0
"północowschodu";1;0;0;0;0;0;0;0;0
"półorkowie";0;0;0;0;0;0;0;0;1
"półtora";0;0;1;0;0;0;0;0;0
"później";0;1;7;3;2;1;0;3;0
"późniejszy";0;0;1;2;0;0;0;2;0
"pps";0;0;0;27;0;0;0;0;0
"ppsfr";0;0;0;1;0;0;0;0;0
"ppsowca";0;0;0;1;0;0;0;0;0
"ppsu";0;0;0;1;0;0;0;0;0
"praca";1;0;9;5;2;2;0;2;0
"prace";0;0;0;1;1;0;0;1;0
"pracować";1;0;3;0;0;0;1;1;0
"pracownik";0;0;1;0;0;0;0;0;0
"pragnąc";0;0;0;1;0;0;0;0;0
"pragnąć";0;1;0;0;0;0;0;0;0
"praktyczny";1;0;0;1;0;0;0;0;0
"praktyka";0;0;0;0;1;0;0;1;0
"prasa";0;0;0;1;0;1;0;0;0
"prasowy";0;0;0;0;0;1;0;0;0
"prastary";1;0;0;0;0;0;0;0;0
"prawa";1;0;0;0;6;0;0;4;0
"prawda";3;0;0;0;0;0;3;9;1
"prawdopodobny";1;0;0;0;5;0;0;2;0
"prawdziwość";0;0;0;0;0;0;0;1;0
"prawdziwy";0;1;1;0;0;0;1;6;0
"prawie";0;1;1;0;1;1;1;1;0
"prawniczy";0;0;0;0;4;0;0;0;0
"prawnik";0;0;0;1;1;0;0;0;0
"prawnuk";0;0;0;0;0;0;0;1;0
"prawo";2;0;2;0;1;0;0;0;0
"prawosławie";0;0;1;0;0;0;0;0;0
"prawosławny";0;0;1;0;0;0;0;0;0
"prawowity";1;0;0;0;0;0;1;1;0
"prawy";1;0;0;0;0;0;0;0;1
"precz";0;1;0;0;0;0;0;0;0
"prekonizować";0;0;2;0;0;0;0;0;0
"premier";0;0;1;1;0;0;0;0;0
"premiera";0;0;1;0;0;0;0;0;0
"premierowo";0;0;0;0;0;1;0;0;0
"premierowy";0;0;0;0;0;1;0;0;0
"presbiter";0;0;0;0;1;0;0;0;0
"pretensja";1;0;0;0;0;0;0;1;0
"prezbiter";0;0;2;0;0;0;0;0;0
"prezent";0;0;0;0;0;0;0;5;0
"prezentować";0;0;0;0;0;2;0;0;0
"prezes";0;0;1;0;0;1;0;0;0
"prezydent";0;0;0;1;0;0;0;0;0
"prędki";0;0;0;0;0;0;3;0;0
"prima";0;0;0;0;2;0;0;0;0
"prl";0;0;2;0;0;0;0;0;0
"problem";0;3;1;3;1;0;0;0;0
"proces";0;0;2;2;0;0;0;0;0
"procesja";0;0;0;1;0;0;0;0;0
"proch";0;0;0;0;0;0;0;0;1
"produkcja";0;0;0;0;0;0;0;1;0
"profesor";0;0;3;0;1;0;0;0;0
"projekt";0;0;0;0;1;0;0;0;0
"proletariat";0;0;0;1;0;0;0;0;0
"prolog";0;0;0;0;0;0;0;1;0
"promieniować";0;0;0;0;0;0;1;0;0
"promieniowanie";0;0;1;0;0;0;0;0;0
"promień";0;1;0;0;0;0;0;1;2
"promotor";0;0;1;0;0;0;0;0;0
"promować";0;0;1;0;0;1;0;0;0
"propaganda";0;0;0;1;0;0;0;0;0
"proponując";0;0;0;1;0;0;0;0;0
"propozycja";0;0;0;2;0;0;0;0;0
"prosić";2;1;0;0;0;0;0;0;0
"prosta";1;1;0;0;0;0;0;0;0
"prosto";1;0;0;0;0;0;1;0;0
"prostu";0;0;0;0;0;0;1;1;0
"proszony";0;1;0;0;0;0;0;0;0
"prośba";0;0;1;0;1;0;0;0;0
"protekcja";0;0;0;0;1;0;0;0;0
"protest";0;0;0;0;0;0;1;0;0
"prowadząc";0;0;0;0;0;0;1;0;0
"prowadzenie";0;0;0;1;1;0;0;0;0
"prowadzić";0;2;6;3;3;1;0;1;0
"prowincja";0;0;0;1;0;0;0;0;0
"prowokować";0;1;0;0;0;0;0;0;0
"próba";0;0;0;1;0;0;0;1;1
"próbować";0;0;0;3;0;1;1;1;1
"prócz";1;0;0;1;0;0;2;0;1
"próg";3;1;0;0;0;0;0;0;0
"próżno";0;0;0;0;0;0;1;0;0
"prudnikiem";0;0;0;0;1;0;0;0;0
"prus";0;0;0;0;4;0;0;0;0
"pruski";0;0;0;0;2;0;0;0;0
"pruszków";0;0;0;0;0;3;0;0;0
"prymas";0;0;3;0;0;0;0;0;0
"prymicyjny";0;0;1;0;0;0;0;0;0
"prywatny";0;0;0;0;3;0;0;0;0
"przebaczyć";0;0;0;0;0;0;0;0;1
"przebić";0;0;0;0;0;0;1;0;0
"przebieg";1;0;0;2;0;0;0;0;0
"przebudzić";0;1;0;0;0;0;0;0;0
"przebyć";0;0;0;0;0;0;1;0;0
"przebywać";0;0;0;5;1;0;0;0;0
"przebywając";0;0;0;0;0;0;0;1;0
"przechodzić";0;0;0;0;0;0;0;1;0
"przechować";0;0;0;0;0;0;0;1;0
"przechowywać";1;0;0;0;0;0;0;4;0
"przechwycić";0;0;0;0;1;0;0;0;0
"przechylić";1;0;0;0;0;0;0;0;0
"przeciąć";0;0;0;0;0;0;0;1;0
"przecieŝ";2;0;0;0;0;0;0;0;0
"przecież";0;0;0;0;0;0;2;0;1
"przeciętna";0;0;0;0;1;0;0;0;0
"przecisnąć";0;1;0;0;0;0;0;0;0
"przeciw";1;0;0;0;0;0;0;0;0
"przeciwieństwo";0;0;0;1;0;0;0;0;0
"przeciwko";0;0;1;2;0;10;0;0;0
"przeciwnik";0;4;0;0;0;1;2;0;0
"przeciwny";1;0;1;1;0;0;0;0;1
"przeciwstawić";0;0;0;0;0;0;1;0;0
"przeddzień";0;0;1;0;0;0;0;0;0
"przedłożyć";0;0;0;1;1;0;0;0;0
"przedłużyć";0;0;0;0;0;1;0;0;0
"przedmiot";0;0;0;0;0;0;0;1;0
"przedmurze";0;0;0;0;0;0;0;0;1
"przedni";0;0;0;1;0;0;0;0;0
"przedostać";0;0;0;0;0;0;1;0;1
"przedrukować";0;0;1;0;0;0;0;0;0
"przedrzeć";0;0;0;0;0;0;0;0;3
"przedsiębiorstwo";0;0;0;0;0;0;0;1;0
"przedstawiać";0;0;1;0;1;0;0;0;0
"przedstawiciel";0;0;2;6;0;0;0;0;0
"przedstawić";0;1;2;0;0;0;0;1;0
"przedstawienie";0;0;2;0;0;0;0;0;0
"przedświt";0;0;0;1;0;0;0;0;0
"przedtem";0;0;0;0;0;0;1;1;1
"przegląd";0;0;0;0;0;1;0;0;0
"przegłosować";0;0;0;1;0;0;0;0;0
"przegonić";0;1;0;0;0;0;0;0;0
"przegrać";0;0;0;0;0;1;0;0;0
"przegrany";0;0;0;0;0;4;0;0;0
"przegrywając";0;0;0;0;1;0;0;0;0
"przejąć";1;0;1;0;0;0;0;0;0
"przejeżdżać";0;0;0;1;0;0;0;0;0
"przejście";0;0;0;1;0;0;0;0;1
"przejść";0;1;0;0;0;0;0;0;0
"przekaz";0;0;0;0;0;0;0;1;0
"przekazać";0;2;0;0;1;0;0;0;0
"przekazywać";1;0;0;1;0;0;0;1;0
"przekład";0;0;0;0;1;0;0;1;0
"przekonać";3;3;0;0;0;0;0;1;0
"przekonywać";0;1;0;0;0;0;0;0;0
"przekopać";0;0;0;0;0;0;1;0;0
"przekraczać";0;0;0;0;0;0;0;1;0
"przekroczyć";1;1;0;0;0;1;0;0;0
"przekształcić";0;0;0;1;0;0;0;0;0
"przelatywać";0;1;0;0;0;0;0;0;0
"przelotnia";0;1;0;0;0;0;0;0;0
"przełaj";0;0;0;0;0;0;1;0;0
"przełajowy";0;0;0;0;0;1;0;0;0
"przełęcz";0;0;0;0;0;0;0;1;0
"przełom";0;0;1;0;1;0;0;0;3
"przemarsz";0;0;0;1;0;0;0;0;0
"przemawiać";1;0;0;0;1;0;0;1;0
"przemiana";0;0;1;0;0;0;0;0;0
"przemieszkiwać";1;0;0;0;0;0;0;0;0
"przeminąć";0;0;0;0;0;0;0;0;3
"przemknąć";0;1;0;0;0;0;0;0;0
"przemoc";1;0;0;0;0;0;0;0;0
"przemówienie";0;0;2;0;0;0;0;0;0
"przemyśla";0;0;0;0;1;0;0;0;0
"przemyślu";0;0;0;1;0;0;0;0;0
"przeniesiony";0;0;1;0;0;0;0;0;0
"przenieść";0;3;0;3;2;1;1;0;0
"przeniewierca";0;0;0;0;0;0;0;1;0
"przenikliwy";0;0;0;0;0;0;0;0;1
"przepadać";0;1;0;0;0;0;0;0;0
"przepędzić";0;0;0;0;0;0;2;0;0
"przepis";0;0;0;0;0;0;1;1;0
"przepisać";0;0;0;0;0;0;0;1;0
"przepowiadać";0;0;0;0;0;0;1;0;0
"przeprosić";0;0;0;0;0;0;1;0;0
"przeprowadzić";0;0;1;3;2;0;0;0;0
"przepust";0;0;0;0;0;0;0;0;2
"przerazić";0;5;0;0;0;0;0;0;1
"przerąbać";0;0;0;0;0;0;0;0;1
"przerwa";0;0;1;1;0;0;0;0;3
"przerwać";0;0;1;0;0;0;0;0;0
"przerwanie";0;0;0;1;0;0;0;0;0
"przerywać";0;0;0;0;0;0;0;0;1
"przesadzić";0;0;0;0;0;0;0;0;1
"przesilenie";0;0;0;0;0;0;0;1;0
"przeskoczyć";0;0;0;0;0;0;0;1;0
"przesłać";0;0;1;0;1;0;0;0;0
"przesmyk";0;0;0;0;0;0;0;0;2
"przespać";0;1;0;0;0;0;0;0;0
"przestać";0;0;1;0;1;0;0;0;0
"przestały";0;0;0;0;0;0;1;0;0
"przestrzegać";0;0;0;0;0;0;0;1;0
"przestrzeń";0;0;0;0;0;0;0;0;1
"przesunąć";1;0;0;0;0;0;0;0;0
"przeŝył";1;0;0;0;0;0;0;0;0
"przeszedł";1;0;0;1;0;1;1;1;0
"przeszła";0;0;0;1;0;0;0;0;0
"przeszło";0;0;1;0;0;0;1;0;0
"przeszły";0;0;0;0;0;0;0;1;0
"przeszyty";0;0;0;0;0;0;1;0;0
"prześcignąć";0;0;0;0;0;0;0;0;1
"prześladowanie";0;0;0;1;0;0;0;0;0
"przetłumaczyć";0;0;0;1;0;0;0;0;0
"przetoczyć";0;0;0;0;0;0;0;0;1
"przetrwał";0;0;0;0;0;0;0;1;0
"przetrzymywać";0;0;0;1;0;0;0;0;0
"przewaga";0;0;0;0;0;0;0;0;1
"przewaŝnie";2;0;0;0;0;0;0;0;0
"przeważnie";0;0;0;1;0;0;1;0;0
"przeważyć";0;0;0;0;0;0;0;1;0
"przewidywać";0;0;1;0;0;0;0;0;0
"przewidywanie";1;0;0;0;0;0;0;0;0
"przewidzieć";0;0;0;1;0;0;0;0;0
