"";"Hobbit";"Hobbit.txt.bak";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"kolegiata";0;0;0;0;1;0;0;0;0
"kolegium";0;0;2;0;0;0;0;0;0
"kolej";0;2;0;0;0;0;0;1;0
"kolejka";0;0;0;0;0;5;0;0;0
"kolejno";1;0;0;0;0;1;0;0;0
"kolejność";0;0;0;1;0;0;0;0;0
"kolejny";1;5;1;1;1;2;0;0;0
"köln";0;0;0;0;0;1;0;0;0
"kolonista";0;0;0;0;0;0;0;1;0
"kolonizacja";0;0;0;0;1;0;0;0;0
"kolportaż";0;0;0;1;0;0;0;0;0
"kołczan";0;0;0;0;0;0;0;0;2
"koło";0;0;4;1;0;0;0;0;0
"komandorski";0;0;0;0;0;1;0;0;0
"komenda";0;0;1;1;0;0;0;0;0
"komendant";0;0;0;3;0;0;0;0;0
"komentarz";0;0;0;1;0;0;0;1;0
"komin";0;0;1;0;0;0;1;0;1
"kominek";0;0;1;0;0;0;0;1;0
"komisarz";0;0;0;1;2;0;0;0;0
"komisja";0;0;0;3;0;0;0;0;0
"komitet";0;0;0;3;0;1;0;0;0
"komnata";0;2;0;0;0;0;0;0;1
"komora";1;0;0;0;0;0;0;0;0
"komornictwo";0;0;0;0;1;0;0;0;0
"kompan";0;5;0;0;0;0;0;0;0
"kompania";1;0;0;0;0;0;2;1;0
"kompozycja";0;0;0;0;1;0;0;0;0
"komunia";0;0;1;0;0;0;0;0;0
"komunizm";0;0;1;0;0;0;0;0;0
"koncepcja";0;0;2;1;1;0;0;0;0
"konferencję";0;0;1;0;0;0;0;0;0
"konferencji";0;0;1;4;0;1;0;0;0
"konflikt";0;0;0;0;1;0;0;0;0
"kongregacja";0;0;2;0;0;0;0;0;0
"kongres";0;0;0;2;0;0;0;0;0
"kongresowy";0;0;0;1;0;0;0;0;0
"koniec";2;1;3;1;8;2;3;5;1
"konieczność";0;0;0;1;0;0;0;0;0
"konieczny";0;0;0;0;0;0;1;0;0
"konietzki";0;0;0;0;0;1;0;0;0
"königa";0;0;1;0;0;0;0;0;0
"koniuch";0;0;0;0;0;0;0;0;1
"konklawe";0;0;1;0;0;0;0;0;0
"konkubinat";0;0;0;0;1;0;0;0;0
"konkurs";0;0;0;0;0;2;0;0;0
"konsekracja";0;0;1;0;0;0;0;0;0
"konsekrować";0;0;1;0;0;0;0;0;0
"konsekwentny";0;0;0;0;1;0;0;0;0
"konserwatywny";0;0;1;0;0;0;0;0;0
"konspiracyjny";0;0;0;6;0;0;0;0;0
"konstancja";0;0;0;1;0;0;0;0;0
"konstantynopola";0;0;1;0;0;0;0;0;0
"konstruktor";0;0;0;0;1;0;0;0;0
"konstytuanta";0;0;0;1;0;0;0;0;0
"konsumpcjonizm";0;0;1;0;0;0;0;0;0
"konsystorz";0;0;1;0;0;0;0;0;0
"kontakt";0;0;1;5;0;0;0;0;0
"konto";0;0;0;0;0;3;0;0;0
"kontrakt";0;0;0;0;0;4;0;0;0
"kontuzja";0;0;0;0;0;2;0;0;0
"kontynuować";0;0;3;0;2;0;0;0;0
"kontynuując";0;0;0;0;1;0;0;0;0
"koń";0;0;0;0;0;0;0;0;2
"końcówka";0;0;0;0;0;1;0;0;0
"kończyć";1;0;0;0;0;0;0;0;0
"koordynować";0;0;0;1;0;0;0;0;0
"kopal";0;0;0;0;0;0;1;0;0
"kopernik";0;0;0;0;32;0;0;0;0
"kopernika";0;0;0;0;19;0;0;0;0
"kopernikagreshama";0;0;0;0;1;0;0;0;0
"kopernikami";0;0;0;0;1;0;0;0;0
"kopernikana";0;0;0;0;1;0;0;0;0
"kopernikanizmem";0;0;0;0;1;0;0;0;0
"kopernikański";0;0;0;0;4;0;0;0;0
"koperniki";0;0;0;0;1;0;0;0;0
"kopernikiem";0;0;0;0;1;0;0;0;0
"kopernikolog";0;0;0;0;2;0;0;0;0
"kopernikologia";0;0;0;0;1;0;0;0;0
"kopernikowi";0;0;0;0;1;0;0;0;0
"kopernikowie";0;0;0;0;2;0;0;0;0
"koperników";0;0;0;0;1;0;0;0;0
"koperniku";0;0;0;0;1;0;0;0;0
"kopernikus";0;0;0;0;1;0;0;0;0
"kopia";0;0;0;0;0;0;0;7;0
"koplewskich";0;0;0;1;0;0;0;0;0
"korcić";0;0;0;0;0;0;0;1;0
"korespondencja";0;0;0;0;1;0;0;0;0
"korespondent";0;0;0;1;0;0;0;0;0
"korona";0;1;0;0;0;5;0;0;1
"koronacja";0;0;0;0;1;0;0;0;0
"korporacja";0;0;0;0;1;0;0;0;0
"korpus";0;0;0;1;0;0;0;0;0
"korwin";0;0;0;0;1;0;0;0;0
"korytarz";0;0;0;0;0;0;0;4;0
"koryto";0;0;0;0;0;0;0;0;1
"korzenić";0;0;0;0;0;0;0;1;0
"korzeń";0;0;0;0;0;0;0;0;1
"korzystać";0;0;0;0;0;0;0;1;0
"korzystając";0;0;0;1;0;0;0;0;0
"kosmologicznofilozoficzny";0;0;0;0;1;0;0;0;0
"kosmos";0;0;0;0;1;0;0;0;0
"kosztować";2;0;0;1;0;0;0;0;0
"koszulka";0;0;0;0;0;1;0;0;0
"kości";0;0;0;0;0;3;0;0;0
"kościelne";0;0;1;0;0;0;0;0;0
"kościół";0;0;13;3;1;0;0;0;0
"kość";1;0;0;0;0;0;0;0;0
"kowalski";0;0;1;0;0;0;0;0;0
"kozica";0;0;0;0;0;0;0;0;1
"kozik";0;1;0;0;0;0;0;0;0
"kółko";0;0;2;1;0;0;0;0;0
"kpt";0;0;0;2;0;0;0;0;0
"kracząc";1;0;0;0;0;0;0;0;0
"kradnąc";0;0;0;0;0;0;1;0;0
"kradzież";0;0;0;0;0;0;1;0;0
"kraik";0;0;0;0;0;0;1;0;0
"kraina";1;0;0;0;0;0;0;3;0
"kraj";1;1;5;4;2;1;6;5;1
"krajobraz";0;2;0;0;0;0;0;0;0
"krajowy";0;0;1;0;0;1;0;1;0
"krajoznawczy";0;0;1;0;0;0;0;0;0
"krakowa";0;0;2;0;1;0;0;0;0
"krakowie";0;0;10;4;2;0;0;0;0
"krakowski";0;0;13;0;6;0;0;0;0
"kraków";0;0;0;0;1;1;0;0;0
"kraniec";0;0;0;0;0;0;1;0;0
"krasnal";2;4;0;0;0;0;0;0;0
"krasnolud";21;24;0;0;0;0;0;4;5
"krasnoludowy";0;1;0;0;0;0;0;0;1
"krasnoludydori";0;1;0;0;0;0;0;0;0
"krasnoludzkiej";1;0;0;0;0;0;0;0;0
"krawędź";0;0;0;0;0;0;0;0;2
"krąg";0;0;0;0;0;0;2;0;1
"krąŝyły";1;0;0;0;0;0;0;0;0
"krążyć";0;0;0;0;0;0;0;1;0
"kres";1;0;0;0;0;0;0;0;0
"krew";2;0;0;1;0;0;0;0;0
"krewniak";2;0;0;0;0;0;0;1;0
"kręcić";0;0;0;0;0;0;2;0;0
"kręg";0;0;0;1;0;0;0;0;0
"kręgiem";0;0;0;0;0;0;1;0;0
"kręty";0;0;0;0;0;0;0;0;1
"krnąbrność";0;0;0;0;0;0;1;0;0
"krok";0;0;1;0;0;0;1;0;0
"kroki";0;0;0;0;0;0;1;0;0
"kronika";0;0;0;0;0;0;0;3;0
"kronikarz";0;0;0;0;0;0;0;1;0
"krosno";0;0;0;0;1;0;0;0;0
"król";13;0;0;0;8;11;0;9;18
"królestwa";0;0;0;2;0;0;0;2;0
"królestwo";0;0;0;2;0;0;0;0;0
"królewca";0;0;0;0;1;0;0;0;0
"królewski";0;0;0;0;3;0;0;1;1
"królowa";0;0;1;0;0;0;0;0;0
"krótki";0;3;1;3;1;1;0;0;1
"kruczy";1;0;0;0;0;0;0;0;0
"kruk";10;0;0;0;0;0;0;0;0
"krukać";2;0;0;0;0;0;0;0;0
"krwawy";0;0;0;1;0;0;0;0;0
"kryć";0;0;0;0;0;0;0;0;2
"kryjówka";1;0;0;0;0;0;0;1;0
"krypta";0;0;1;0;0;0;0;0;0
"kryterium";0;0;0;0;1;0;0;0;0
"krytykować";0;0;1;0;0;0;0;0;0
"kryzys";0;0;0;1;0;0;0;0;0
"krzak";0;1;0;0;0;0;0;0;0
"krzepki";0;0;0;0;0;0;1;0;0
"krzyczeć";1;1;0;0;0;0;0;0;0
"krzyk";0;1;0;0;0;0;0;1;2
"krzyknąć";2;0;0;0;0;0;4;1;6
"krzykneli";0;0;0;0;0;0;1;0;0
"krzysztofa";0;0;0;0;1;3;0;0;0
"krzywda";0;0;0;0;1;0;0;0;0
"krzywickiego";0;0;0;0;0;1;0;0;0
"krzyż";0;0;6;0;2;1;0;1;0
"krzyżacki";0;0;0;0;2;0;0;0;0
"krzyżak";0;0;0;0;2;0;0;0;0
"ksiądz";0;0;3;1;1;0;0;0;0
"książekf";0;0;0;1;0;0;0;0;0
"książka";0;0;3;0;2;0;0;5;0
"książkowy";0;0;2;0;0;0;0;0;0
"księcia";0;0;0;0;1;0;0;0;0
"księdze";0;0;0;0;0;2;0;2;0
"księga";0;0;0;0;0;0;0;5;0
"księgozbiór";0;0;0;0;3;0;0;0;0
"księstw";0;0;0;0;1;0;0;0;0
"księŝyca";1;0;0;0;0;0;0;0;0
"księży";0;0;1;0;0;0;0;0;0
"księżyc";0;0;0;0;1;0;0;0;4
"kształt";0;0;0;1;0;0;0;0;0
"kształtując";0;0;1;0;0;0;0;0;0
"ktokolwiek";1;0;0;0;0;0;0;0;0
"ktoś";0;2;0;0;0;0;3;0;2
"któreś";0;0;0;0;0;0;0;1;0
"który";1;2;0;1;2;2;1;0;0
"któryś";0;0;0;0;0;0;2;0;0
"kubrak";0;0;0;0;0;0;1;0;0
"kuc";0;1;0;0;0;0;1;0;0
"kucać";0;1;0;0;0;0;1;0;0
"kuchnia";0;0;0;0;0;0;2;0;0
"kucyk";3;0;0;0;0;0;1;1;0
"kuczmierczyk";0;0;1;0;0;0;0;0;0
"kula";0;0;1;0;0;0;0;0;0
"kulszowy";0;0;0;0;0;1;0;0;0
"kultura";0;0;1;1;0;0;0;0;0
"künga";0;0;1;0;0;0;0;0;0
"kunheima";0;0;0;0;1;0;0;0;0
"kunschaftsdienst";0;0;0;1;0;0;0;0;0
"kupa";0;0;0;0;0;0;1;0;0
"kupfer";0;0;0;0;1;0;0;0;0
"kupić";0;0;0;0;0;0;1;0;0
"kupiec";0;0;0;0;2;0;0;0;0
"kurczowy";0;1;0;0;0;0;0;0;0
"kurs";0;0;0;1;0;0;0;0;0
"kuzyn";1;0;0;0;0;0;0;0;0
"kwatera";0;1;0;0;0;0;0;0;0
"kwestia";0;0;2;1;0;0;0;0;0
"kwestionować";0;0;0;0;1;0;0;0;0
"kwiat";1;0;0;0;0;0;0;1;0
"kwidzyna";0;0;0;0;1;0;0;0;0
"kwiecień";0;0;5;5;3;4;0;0;0
"kwietniowy";0;0;0;0;0;0;0;1;0
"kwota";0;0;0;0;0;2;0;0;0
"lada";0;0;0;0;0;0;1;0;1
"lanca";1;0;0;0;0;0;0;0;0
"lanciano";0;0;0;0;1;0;0;0;0
"landego";0;0;0;2;0;0;0;0;0
"langerakiem";0;0;0;0;0;1;0;0;0
"lanie";0;0;0;0;0;0;1;0;0
"las";0;0;0;0;0;0;1;0;3
"laski";0;1;0;0;0;0;0;0;0
"lasowi";0;0;0;0;0;0;0;0;1
"lasu";0;1;0;0;0;0;0;0;1
"lata";2;0;3;0;3;2;0;1;1
"latach";0;0;4;3;5;0;0;2;0
"latać";1;0;0;0;0;0;0;0;0
"lateribus";0;0;0;0;1;0;0;0;0
"lato";0;0;0;0;1;2;0;0;0
"laty";0;1;0;0;0;0;0;0;0
"latynista";0;0;0;0;1;0;0;0;0
"laude";0;0;1;0;0;0;0;0;0
"laureat";0;0;0;0;0;2;0;0;0
"lazurowy";0;0;0;0;1;0;0;0;0
"lech";0;0;0;0;0;2;0;0;0
"lecha";0;0;0;0;0;4;0;0;0
"lechem";0;0;0;0;0;2;0;0;0
"lecieć";1;0;0;0;0;0;0;0;0
"leczenie";0;0;0;0;1;0;0;0;0
"ledwie";2;1;0;0;0;0;1;0;1
"ledwo";0;1;0;0;0;0;0;0;0
"legalny";0;0;0;1;0;0;0;0;0
"legenda";1;0;0;0;1;0;0;4;0
"legia";0;0;0;0;0;6;0;0;0
"legion";0;0;0;3;0;0;0;0;0
"legolas";0;0;0;0;0;0;0;0;9
"legolasa";0;0;0;0;0;0;0;0;2
"legolasie";0;0;0;0;0;0;0;0;1
"legowisko";1;0;0;0;0;0;0;0;0
"lekarski";0;0;0;0;1;0;0;0;0
"lekarz";0;0;1;1;2;0;0;0;0
"lekcja";0;0;0;0;0;1;0;0;0
"lekki";0;0;0;0;0;1;0;0;0
"lekkoatletka";0;0;0;0;0;1;0;0;0
"lektura";0;0;0;0;1;0;0;0;0
"lenina";0;0;0;1;0;0;0;0;0
"leonard";0;0;0;0;1;0;0;0;0
"leonarda";0;0;1;0;0;0;0;0;0
"leonardę";0;0;0;1;0;0;0;0;0
"leonico";0;0;0;0;1;0;0;0;0
"lepiej";0;0;0;0;0;0;1;0;2
"lepsze";1;0;0;0;0;0;0;1;0
"lepszy";0;1;0;0;0;0;0;0;1
"lessera";0;0;0;0;1;0;0;0;0
"lesznie";0;0;0;0;0;2;0;0;0
"leszno";0;0;0;0;0;1;0;0;0
"leśny";1;0;0;0;0;0;1;0;0
"letni";0;0;1;0;0;1;0;0;0
"leverkusen";0;0;0;0;0;2;0;0;0
"lew";0;0;0;1;2;0;0;0;0
"lewandowską";0;0;0;1;0;0;0;0;0
"lewandowski";0;0;0;0;0;15;0;0;0
"lewandowskich";0;0;0;0;0;1;0;0;0
"lewandowskiego";0;0;0;0;0;3;0;0;0
"lewy";0;0;0;1;0;0;0;0;1
"leża";0;0;0;0;0;0;0;1;0
"leżący";0;0;0;0;0;0;0;2;0
"leżeć";0;0;0;0;0;0;0;0;1
"lękać";1;0;1;0;0;0;0;1;0
"licencjacki";0;0;0;0;0;1;0;0;0
"licencjat";0;0;0;0;1;0;0;0;0
"liceum";0;0;0;0;0;2;0;0;0
"liczba";0;0;0;1;0;3;0;0;1
"liczenie";0;0;0;1;0;0;0;0;0
"liczniej";1;0;0;0;0;0;0;0;0
"liczniejszy";0;0;0;0;0;0;0;1;0
"liczny";0;0;0;1;1;0;0;5;0
"liczyć";1;0;0;1;0;0;0;2;0
"lider";0;0;0;1;0;0;0;0;0
"lidzbark";0;0;0;0;2;0;0;0;0
"lidzbarka";0;0;0;0;1;0;0;0;0
"lidzbarku";0;0;0;0;2;0;0;0;0
"liebknecht";0;0;0;1;0;0;0;0;0
"lig";0;0;0;0;0;1;0;0;0
"liga";0;0;0;0;0;26;0;0;0
"ligowy";0;0;0;0;0;13;0;0;0
"limanowy";0;0;0;1;0;0;0;0;0
"lina";3;0;0;0;1;0;0;0;1
"linia";0;0;0;0;1;0;0;0;0
"lipiec";0;0;4;3;0;6;0;0;0
"lipnika";0;0;1;0;0;0;0;0;0
"list";0;1;2;1;3;0;0;0;0
"lista";0;0;1;0;1;1;0;0;0
"listek";0;0;0;0;0;0;0;0;1
"listonosz";0;0;0;0;0;0;0;1;0
"listopad";0;0;6;4;4;1;0;0;0
"listowny";0;0;0;0;2;0;0;0;0
"liść";0;0;1;0;0;1;2;3;0
"literacki";0;0;2;0;0;0;0;0;0
"literatura";0;0;0;1;0;0;0;0;0
"litewski";0;0;0;3;0;0;0;0;0
"litość";1;0;0;0;0;0;0;1;0
"litwę";0;0;0;1;0;0;0;0;0
"litwie";0;0;0;1;0;0;0;0;0
"litwy";0;0;0;1;1;0;0;0;0
"lobelia";0;0;0;0;0;0;3;0;0
"locationes";0;0;0;0;1;0;0;0;0
"loch";0;1;0;0;0;0;4;3;0
"locha";0;0;0;0;0;0;1;0;0
"lodowaty";0;0;0;0;0;0;0;1;0
"loitz";0;0;0;0;1;0;0;0;0
"lokalizacja";0;0;0;0;1;0;0;0;0
"lokum";0;0;0;0;1;0;0;0;0
"lolek";0;0;1;0;0;0;0;0;0
"londyn";0;0;0;2;0;0;0;0;0
"londynie";0;0;0;3;0;0;0;0;0
"longbottom";0;0;0;0;0;0;1;3;0
"los";0;0;0;0;0;0;1;0;0
"lotha";0;0;0;0;0;0;1;0;0
"lothem";0;0;0;0;0;0;1;0;0
"lotho";0;0;0;0;0;0;1;0;0
"lśnić";0;0;0;0;0;0;0;0;2
"lubański";0;0;0;0;0;1;0;0;0
"lubelski";0;0;2;0;0;0;0;0;0
"lubiane";0;0;0;0;0;0;0;1;0
"lubić";2;0;0;0;0;0;1;0;0
"lud";2;0;0;0;0;0;1;1;1
"ludność";0;0;0;0;0;0;0;1;0
"ludwik";0;0;1;1;1;0;0;0;0
"ludzi";10;1;0;0;0;0;6;0;4
"ludzie";0;0;0;0;0;0;5;2;2
"ludziom";1;0;0;0;0;0;1;0;0
"ludzki";1;0;1;0;0;0;0;0;1
"ludźmi";3;0;0;0;0;0;0;0;0
"luksemburg";0;0;0;1;0;0;0;0;0
"luteranizm";0;0;0;1;0;0;0;0;0
"luty";0;0;3;5;2;1;0;0;0
"luzjańskiego";0;0;0;0;4;0;0;0;0
"luźny";0;0;0;0;1;0;0;1;0
"lviii";0;0;0;0;0;1;0;0;0
"lwowie";0;0;0;3;0;0;0;0;0
"lwowski";0;0;1;0;0;0;0;0;0
"lxii";0;0;0;0;0;1;0;0;0
"łac";0;0;2;0;1;0;0;0;0
"łacina";0;0;0;0;2;0;0;0;0
"łacinąf";0;0;0;0;1;0;0;0;0
"łaciński";0;0;2;0;3;0;0;0;0
"ład";0;0;0;0;0;0;0;1;0
"ładny";0;0;0;0;0;0;1;0;0
"łajdak";0;0;0;0;0;0;2;0;0
"łan";0;0;0;0;1;0;0;0;0
"łańcuszek";0;0;0;0;0;0;0;1;0
"łapa";0;0;0;0;0;0;0;0;1
"łapczywy";0;0;0;0;0;0;0;1;0
"łaska";0;0;0;0;0;0;0;1;0
"łatwiej";1;0;0;0;0;0;0;0;0
"łatwy";0;0;0;0;0;0;2;0;0
"ławica";0;0;0;0;0;0;0;0;1
"ławka";0;0;0;0;0;1;0;0;0
"łącznia";0;0;0;0;0;6;0;0;0
"łączność";0;0;0;2;0;0;0;0;0
"łączyć";0;0;0;0;1;0;0;1;0
"łeb";0;0;0;0;0;0;0;0;1
"łebek";1;0;0;0;0;0;0;0;0
"łomży";0;0;0;1;0;0;0;0;0
"łono";0;0;1;1;0;0;0;0;0
"łoskot";0;0;0;0;0;0;1;0;0
"łoŝysko";1;0;0;0;0;0;0;0;0
"łotrostwo";0;0;0;0;0;0;1;0;0
"łowy";0;0;0;0;0;0;0;1;0
"łódeczka";0;0;0;0;0;0;0;1;0
"łódka";0;1;0;0;0;0;0;0;0
"łódź";0;0;0;4;0;0;0;0;0
"łóŝko";1;0;0;0;0;0;0;0;0
"łucznik";0;0;0;0;0;0;1;0;1
"łuk";2;0;0;0;0;0;2;0;2
"łukasz";0;0;0;0;1;0;0;0;0
"łukasza";0;0;0;0;4;0;0;0;0
"łukaszem";0;0;0;0;0;1;0;0;0
"łukaszowi";0;0;0;0;1;0;0;0;0
"łupa";1;0;0;0;0;0;0;0;0
"łyk";1;0;0;0;0;0;0;0;0
"łysina";1;0;0;0;0;0;0;0;0
"machina";0;0;0;0;0;0;1;0;0
"macie";0;0;0;0;0;0;1;0;0
"maciej";0;0;0;0;1;0;0;0;0
"macierzyństwo";0;0;1;0;0;0;0;0;0
"macierzysty";0;0;0;0;0;1;0;0;0
"mackiewicz";0;0;1;0;0;0;0;0;0
"mackiewiczem";0;0;1;0;0;0;0;0;0
"madryt";0;0;0;0;0;3;0;0;0
"magazyn";0;0;0;0;0;2;0;0;0
"magiczny";0;0;0;0;0;0;0;1;0
"magisterium";0;0;0;0;1;0;0;0;0
"magisterski";0;0;1;0;0;0;0;0;0
"magistra";0;0;0;0;0;1;0;0;0
"magistrum";0;0;0;0;1;0;0;0;0
"mainz";0;0;0;0;0;2;0;0;0
"maj";0;0;0;1;0;1;0;0;0
"maja";0;0;7;5;2;8;0;0;0
"majab";0;0;0;0;1;0;0;0;0
"mając";1;1;1;0;0;1;1;0;0
"mające";0;0;0;1;0;0;0;0;0
"mającego";0;0;1;0;0;0;0;0;0
"mającej";0;0;0;0;0;1;0;0;0
"majątek";0;0;0;4;0;0;1;0;0
"majestat";0;0;0;0;0;0;0;0;1
"majowy";0;0;0;1;0;0;0;0;0
"maksa";0;0;1;0;0;0;0;0;0
"malarz";0;0;0;0;1;0;0;0;0
"mała";1;3;0;0;0;0;0;0;0
"małe";0;1;0;0;0;0;0;0;0
"małego";0;1;0;0;0;0;0;0;0
"mało";1;0;0;0;1;0;1;3;0
"małpa";0;0;0;0;0;0;0;0;1
"małŝonką";1;0;0;0;0;0;0;0;0
"mały";2;2;0;0;0;0;0;4;1
"małżeński";0;0;1;2;0;0;0;0;0
"małżeństwo";0;0;2;1;1;0;0;0;0
"małżonka";0;0;0;1;0;0;0;0;0
"małżonkowie";0;0;0;1;0;0;0;0;0
"mam";0;0;0;0;0;0;5;2;2
"manifestacja";0;0;0;1;0;0;0;0;0
"mansorum";0;0;0;0;1;0;0;0;0
"mapa";0;3;0;0;2;0;0;0;0
"marchia";0;0;0;0;0;0;0;5;0
"marcin";0;0;0;0;2;0;0;0;0
"marcina";0;0;2;0;0;0;0;0;0
"marcinkowski";0;0;0;1;0;0;0;0;0
"marek";0;0;0;0;1;1;0;0;0
"marginalny";0;0;0;1;0;0;0;0;0
"maria";0;0;1;4;1;0;0;0;0
"marią";0;0;0;1;0;0;0;0;0
"marii";0;0;1;0;0;0;0;0;0
"marka";0;0;0;0;0;1;0;0;0
"marny";1;0;0;0;0;0;0;0;0
"marsz";1;2;0;0;0;0;0;0;0
"marszałek";0;0;0;2;0;0;0;0;0
"martwić";0;0;0;0;0;0;1;0;0
"martwota";0;0;0;1;0;0;0;0;0
"martwy";0;0;0;0;0;0;1;0;0
"maryi";0;0;3;0;0;0;0;0;0
"maryjny";0;0;1;0;0;0;0;0;0
"marzec";0;0;4;2;3;2;0;0;0
"marzyć";0;1;0;0;0;0;0;0;0
"masa";0;0;0;0;0;1;0;0;0
"maska";0;0;0;0;0;2;0;0;0
"masz";1;0;0;0;0;0;0;0;2
"maszerując";0;0;0;0;0;0;1;0;0
"matejki";0;0;0;0;1;0;0;0;0
"matematyka";0;0;0;0;2;0;0;0;0
"materialny";0;0;0;1;0;0;0;0;0
"materiał";0;0;0;0;0;0;0;1;0
"mathom";0;0;0;0;0;0;0;1;0
"matka";0;0;5;1;1;1;2;0;0
"matura";0;0;0;1;0;1;0;0;0
"maturalny";0;0;1;0;0;0;0;0;0
"maurycego";0;0;0;0;2;0;0;0;0
"maxa";0;0;1;0;0;0;0;0;0
"mazowiecki";0;0;0;0;0;2;0;0;0
"mazowsza";0;0;0;0;0;1;0;0;0
"mazurkiewicza";0;0;0;1;0;0;0;0;0
"mądrość";1;0;1;0;0;0;0;0;1
"mądry";1;0;0;0;0;0;0;0;0
"mąŝ";1;0;0;0;0;0;0;0;0
"mąż";0;0;0;1;1;1;0;0;1
"mdli";1;0;0;0;0;0;0;0;0
"mechaniczny";0;0;1;0;0;0;0;0;0
"mechanika";0;0;0;0;1;0;0;0;0
"mecz";0;0;1;0;0;41;0;0;0
"meczowy";0;0;0;0;0;1;0;0;0
"medycyna";0;0;1;0;5;0;0;0;0
"medyczny";0;0;0;1;3;0;0;0;0
"mego";1;0;0;0;0;0;1;0;0
"meksyk";0;0;1;0;0;0;0;0;0
"melodia";2;0;0;0;0;0;0;0;0
"melzackim";0;0;0;0;1;0;0;0;0
"mełło";0;0;0;0;0;0;1;0;0
"memoriał";0;0;1;2;0;0;0;0;0
"mendelsonem";0;0;0;1;0;0;0;0;0
"mer";0;0;0;1;0;0;0;0;0
"meriadok";0;0;0;0;0;0;0;2;0
"meriadoka";0;0;0;0;0;0;2;0;0
"merry";0;0;0;0;0;0;10;0;0
"metafizyczny";0;0;1;0;0;0;0;0;0
"metalowy";0;1;0;0;0;0;0;0;0
"metoda";0;0;0;1;1;0;0;0;0
"metropolita";0;0;3;0;0;0;0;0;0
"metropolitalny";0;0;2;0;0;0;0;0;0
"męczyć";0;2;0;0;0;0;0;0;0
"męŝczyzna";1;0;0;0;0;0;0;0;0
"męski";0;0;3;0;0;0;0;0;0
"mętny";0;0;0;1;0;0;0;0;0
"mężczyzna";0;1;1;0;0;1;0;0;1
"mężny";0;0;0;0;0;0;0;0;1
"mglisty";0;4;0;0;0;0;0;1;0
"miał";2;0;0;0;0;0;0;0;0
"mianować";0;0;1;1;2;0;0;0;0
"mianowicie";0;0;0;0;0;0;0;1;0
"miara";0;0;0;0;0;0;1;0;0
"miast";1;0;0;0;0;0;0;0;0
"miasta";1;0;0;0;0;0;0;1;0
"miastach";0;0;0;1;2;0;0;0;0
"miastami";0;0;0;0;1;0;0;0;0
"miasto";1;0;0;0;1;0;0;0;0
"miażdżyć";0;1;0;0;0;0;0;0;0
"michaliny";0;0;1;0;0;0;0;0;0
"michalowa";0;0;1;0;0;0;0;0;0
"michał";0;0;0;0;1;0;0;0;0
"michel";0;0;0;0;0;0;2;2;0
"miechowy";0;0;0;0;1;0;0;0;0
"miecz";1;7;0;0;0;0;0;3;7
"mieczysław";0;0;0;2;0;0;0;0;0
"mieczysławski";0;0;0;1;0;0;0;0;0
"mieć";3;0;1;0;0;0;2;1;1
"miedź";0;0;0;0;2;0;0;0;0
"miejsce";2;4;1;2;0;8;2;0;5
"miejscowość";0;0;0;0;1;0;0;0;0
"miejscowy";0;0;0;0;0;1;0;0;0
"miejski";0;0;0;0;1;0;0;0;0
"mielić";1;1;1;0;0;0;2;1;1
"mienić";1;0;0;0;0;0;0;0;0
"miesiąc";0;0;1;0;1;0;0;0;0
"miesięcznik";0;0;1;0;0;0;0;0;0
"mieszkać";2;2;0;0;0;0;4;3;0
"mieszkaniec";1;0;0;0;0;0;0;1;0
"mieścić";0;0;1;2;0;0;0;0;1
"mieście";2;0;0;0;0;0;0;0;0
"miewać";0;1;0;0;0;0;3;0;0
"między";3;1;2;1;1;0;0;2;4
"międzynarodowy";0;0;1;1;0;2;0;0;0
"międzynarodówka";0;0;0;2;0;0;0;0;0
"miękki";1;0;0;0;0;0;0;0;0
"mięsień";0;0;0;0;0;1;0;0;0
"mięso";0;1;0;0;0;0;0;0;0
"migotać";0;0;0;0;0;0;0;0;1
"miklaszewski";0;0;0;1;0;0;0;0;0
"mikołaj";0;0;0;1;26;0;0;0;0
"mikry";0;0;0;0;0;1;0;0;0
"mil";0;0;0;0;0;0;2;0;0
"mila";0;0;0;0;0;0;1;0;0
"milczeć";0;0;0;0;0;0;0;0;3
"milczkiem";0;0;0;0;0;0;0;0;1
"milenę";0;0;0;0;0;1;0;0;0
"milicja";0;0;1;0;0;0;0;0;0
"milić";0;0;0;0;0;0;0;0;1
"militarny";0;0;0;1;0;0;0;0;0
"milknąć";0;0;0;0;0;0;0;0;1
"miłosierdzie";0;0;3;0;0;0;0;0;0
"miłość";0;0;2;1;0;0;0;1;0
"miły";0;0;0;0;0;0;1;0;0
"min";0;0;5;9;9;1;0;0;0
"mina";0;0;0;0;0;0;1;0;0
"minas";0;0;0;0;0;0;0;2;0
"minąć";2;0;0;0;0;0;0;1;1
"minionego";0;0;0;0;0;1;0;0;0
"minister";0;0;1;0;0;0;0;0;0
"ministerstwo";0;0;1;1;0;0;0;0;0
"ministrancki";0;0;1;0;0;0;0;0;0
"minuta";0;1;1;0;0;12;0;0;0
"mirosław";0;0;1;0;0;0;0;0;0
"misericordia";0;0;1;0;0;0;0;0;0
"misterium";0;0;1;0;0;0;0;0;0
