"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"George R.R. Martin 01 - Gra o tron";"George R.R. Martin 03 - Nawalnica mieczy 01 - Stal i snieg";"George R.R. Martin 04 - Nawalnica mieczy 02 - Krew i zloto";"George R.R. Martin 05 - Uczta dla wron 01 - Cienie smierci";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"lasu";0;0;0,00189006049419609;0;0,00422619365977179;0,00155502738958479;0;0;0;0;0;0;0;0;0;0,00974454751285389;0,00879476250210737;0;0;0,00151171940310375
"lata";0;0;0;0,00166436612398875;0;0;0;0;0,0027191618901791;0,00609077683443603;0;0,00660424348617627;0,00477783335277526;0;0;0;0;0;0,00167541280180283;0,0013181663819232
"latach";0;0;0;0;0;0;0;0;0;0,0124500165945703;0,0102588870171754;0,0168744774337744;0;0;0;0;0;0;0,00513700905948531;0
"lato";0,00305115386976;0;0,00757974350888149;0;0;0;0;0;0;0;0;0,00337489548675489;0,00732469430563837;0;0;0;0;0;0;0
"łeb";0;0,00564946008488409;0,00505316233925433;0;0;0;0;0;0;0;0;0;0;0;0;0,00325656114289953;0;0;0;0,00202082514785671
"lecieć";0,00912991113884997;0,00633929048965769;0,0113403629651765;0,00381750680036529;0,00140873121992393;0;0;0;0,00155921507555315;0;0;0;0;0;0;0;0;0;0;0
"ledwie";0,0026281208935611;0,00364963503649635;0;0,0043956043956044;0,0008110300081103;0,000895255147717099;0,000815660685154976;0,000841042893187553;0,00179533213644524;0;0;0;0;0;0;0;0;0,00099403578528827;0;0,000870322019147084
"legenda";0;0;0;0;0;0;0;0;0,00208431606363318;0;0;0,00337489548675489;0;0;0;0;0,00587829897439839;0;0,0102740181189706;0
"lękać";0;0;0;0;0;0;0;0;0,00208431606363318;0,00311250414864258;0;0;0;0;0;0,00325656114289953;0;0;0,00256850452974266;0
"lekki";0,00228247778471249;0;0,00189006049419609;0;0;0;0,00141677454662823;0;0;0;0;0;0,00273969336619275;0;0;0,00243613687821347;0,00439738125105369;0;0;0
"lepiej";0,00398048140034102;0;0;0;0,00245672858528752;0;0,003706133375603;0,00127382100322099;0;0;0;0;0;0;0;0,00212422604884959;0;0,00150553993323038;0;0,0026363327638464
"lepszy";0,00199024070017051;0;0;0,00166436612398875;0,00122836429264376;0,00135592942957006;0,00123537779186767;0;0;0;0;0;0;0;0,00213621039891362;0;0;0;0;0,0013181663819232
"lew";0;0;0;0;0;0,00831487231830748;0,00378781092151283;0;0;0;0,00341962900572513;0,00674979097350977;0;0;0;0;0;0;0;0
"lewy";0;0;0;0;0,00376630672325606;0;0;0;0;0;0,00341962900572513;0;0;0;0;0;0,00587829897439839;0;0;0,00202082514785671
"leża";0;0;0;0;0,00188315336162803;0;0;0;0;0;0;0;0;0;0,0032749338432826;0,00325656114289953;0;0;0,00256850452974266;0
"leżący";0;0;0,00252658116962716;0;0;0;0;0;0;0;0;0;0;0;0,0032749338432826;0,00325656114289953;0;0;0,00513700905948531;0
"leżeć";0,0121596539608562;0,00643274012110639;0,00863065132679453;0,00435800470841988;0,00428849341407092;0;0;0,00111179822950998;0;0;0;0;0;0;0;0,00185403659872;0;0;0;0,00115050312870963
"liczny";0;0;0;0;0,00281746243984786;0;0;0;0;0;0,00255812311364684;0,00252465929384623;0;0,00390329347003642;0;0;0,00439738125105369;0;0,00960711058720247;0
"liczyć";0;0;0;0;0;0;0,00189390546075641;0;0,00208431606363318;0;0,00341962900572513;0;0;0;0;0;0;0;0,00513700905948531;0
"lina";0;0;0;0;0;0;0;0;0,00625294819089954;0;0;0,00337489548675489;0;0;0;0,00325656114289953;0;0;0;0,00202082514785671
"lipiec";0;0;0;0,0021978021978022;0;0;0;0;0;0,0107238605898123;0,00883652430044183;0;0,0189274447949527;0;0;0,00280504908835905;0;0;0;0
"liść";0;0;0,00125353981876502;0,00126593746532423;0,00467154539109915;0;0;0,000968884014672035;0;0,00154424007164216;0;0;0,00181703957956632;0;0;0,00161571261352742;0;0,00229026459929433;0,00382301911541499;0
"list";0;0;0;0;0;0;0;0,00195284112269753;0;0,00622500829728515;0,00341962900572513;0,0101246864602647;0;0;0;0;0;0;0;0
"lista";0;0;0;0;0;0;0;0,00168208578637511;0;0,00268096514745308;0;0,00290697674418605;0,00315457413249211;0;0;0;0,00506329113924051;0;0;0
"listopad";0;0;0;0;0;0;0;0;0;0,0186750248918555;0,0136785160229005;0,0134995819470195;0,00366234715281918;0;0;0;0;0;0;0
"loch";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00449438202247191;0,00564174894217207;0,00280504908835905;0;0,00795228628230616;0,00663716814159292;0
"lód";0,0026281208935611;0,0072992700729927;0;0;0,0048661800486618;0;0;0;0;0;0;0;0;0;0,00282087447108604;0;0,00506329113924051;0;0;0
"lord";0;0;0;0;0,00564946008488409;0,0374169254323836;0,0113634327645385;0,0917835327667839;0;0;0;0;0;0;0;0;0;0;0;0
"łóżko";0,00788436268068331;0,0024330900243309;0,00217627856365615;0,0043956043956044;0;0;0;0;0;0;0;0;0;0;0,00282087447108604;0;0;0;0;0
"lśnić";0;0;0;0;0,00188315336162803;0;0,00378781092151283;0;0;0;0;0;0;0;0,0032749338432826;0;0;0;0;0,00404165029571342
"lubić";0;0;0;0;0;0;0,00189390546075641;0,00390568224539506;0,00416863212726636;0;0;0;0;0;0;0;0;0,00230807961718426;0;0
"lud";0;0;0;0;0;0;0;0;0,00359066427289048;0;0;0;0;0;0;0;0,00506329113924051;0,00198807157057654;0,00221238938053097;0,00174064403829417
"ludzi";0;0;0,00281554888873797;0,000947798325549522;0,00209853157238459;0,00386077205125365;0;0,00507777572224597;0,00774233820691261;0;0;0;0;0,00775277731460733;0,00486598858251095;0,00120967247720907;0;0,0051441141724656;0;0,00300259869886881
"ludzie";0,00405708152033975;0,00250400570720077;0,0033595636963858;0,00113093005017529;0,000834668569066923;0,00230337140926481;0,00041971710671269;0,000865556220066877;0;0;0;0;0;0,0011563442086062;0;0,000721701504670068;0,00130271689323989;0,00255752073971053;0,00113843622307469;0,000895688725552234
"ludzki";0;0,0016081850302766;0,00143844188779909;0,00145266823613996;0,00107212335351773;0;0;0,00111179822950998;0,00118664999541056;0,00177202157491604;0;0;0;0;0;0;0;0;0;0,00115050312870963
"ludźmi";0,00305115386976;0;0;0;0;0,00207871807957687;0;0;0,00625294819089954;0;0;0;0;0;0;0;0,00587829897439839;0;0;0
"łuk";0;0;0,00329613312911808;0;0,00122836429264376;0;0,00123537779186767;0;0,0027191618901791;0;0;0;0;0;0;0,0254907125861951;0;0,00301107986646075;0;0,0026363327638464
"luty";0;0,0024330900243309;0;0;0;0;0;0;0;0,00804289544235925;0,0147275405007364;0,00581395348837209;0,00315457413249211;0;0;0;0;0;0;0
"łza";0,0114123889235625;0,0021130968298859;0,00189006049419609;0,00381750680036529;0;0,00155502738958479;0;0;0;0;0;0;0;0;0;0,00487227375642695;0;0;0;0
"magiczny";0;0;0;0;0;0;0,00189390546075641;0;0;0;0;0;0;0;0;0,00325656114289953;0,0117565979487968;0;0,00256850452974266;0
"maja";0;0;0;0;0;0;0;0;0;0,0187667560321716;0,0147275405007364;0,00581395348837209;0,0252365930599369;0;0;0;0,00506329113924051;0;0;0
"mając";0;0;0;0;0;0,0017905102954342;0;0;0,00179533213644524;0,00268096514745308;0;0;0,00315457413249211;0;0;0;0;0,00198807157057654;0;0
"mała";0;0,0024330900243309;0;0;0;0,0017905102954342;0;0,0100925147182506;0,00179533213644524;0;0;0;0;0;0;0,00280504908835905;0;0;0;0
"mało";0;0;0,00217627856365615;0,0021978021978022;0;0,000895255147717099;0;0,000841042893187553;0,000897666068222621;0;0;0,00145348837209302;0;0;0,00423131170662906;0,00140252454417952;0;0,00099403578528827;0,00331858407079646;0
"mały";0,00456495556942498;0;0;0;0,00281746243984786;0;0,00283354909325645;0;0,0031184301511063;0;0;0;0;0;0;0;0;0;0,00768568846976197;0,00151171940310375
"małżeństwo";0;0;0;0;0;0,00207871807957687;0;0;0;0,00622500829728515;0,00341962900572513;0,00337489548675489;0;0;0;0;0;0;0;0
"mam";0;0;0;0;0,00093430907821983;0,00206267339918541;0,00187928726500008;0,00387553605868814;0;0;0;0;0;0;0,00324965611691128;0,0080785630676371;0;0,00572566149823584;0,00254867941027666;0,00200522731670157
"maria";0;0;0,00252658116962716;0;0;0;0;0;0;0,00311250414864258;0,0136785160229005;0,00337489548675489;0;0;0;0;0;0;0;0
"martwy";0;0,00564946008488409;0;0,00255156933504106;0;0;0;0;0;0;0;0;0;0;0,0032749338432826;0;0;0,00230807961718426;0;0
"marzec";0;0;0;0;0;0;0;0;0;0,0124500165945703;0,00683925801145026;0,0101246864602647;0,00732469430563837;0;0;0;0;0;0;0
"masz";0;0;0,00125353981876502;0;0,00186861815643966;0,00206267339918541;0;0,00193776802934407;0,00103411408747311;0;0;0;0;0,0129438549825287;0,00162482805845564;0,00646285045410968;0;0;0;0,00200522731670157
"matka";0,00340011751478344;0;0,00093851629624599;0;0,000699510524128196;0,00154430882050146;0,0035175223338094;0,000725396531749424;0;0,0057808074815688;0,00127024517857152;0,00125362859920068;0,00136040453667203;0;0;0;0;0,0017147047241552;0;0
"mąż";0;0,00184254643896564;0;0;0;0;0,00864764454307366;0,00382146300966297;0;0;0,00223059377441791;0,00220141449539209;0,00238891667638763;0;0;0;0;0;0;0,0013181663819232
"mężczyzna";0;0;0,00125353981876502;0;0,00373723631287932;0,00412534679837081;0,00187928726500008;0,00387553605868814;0;0,00154424007164216;0;0;0,00181703957956632;0;0,00162482805845564;0;0;0;0;0,00100261365835078
"mgła";0,00305115386976;0,00847419012732614;0;0,0204125546803285;0;0;0;0;0;0;0;0;0;0;0;0;0,00587829897439839;0;0;0
"miał";0;0;0,00189006049419609;0;0,00140873121992393;0;0,00141677454662823;0;0,0031184301511063;0;0;0;0;0;0,00734964285260736;0,00487227375642695;0;0;0;0
"miara";0,00305115386976;0;0;0;0;0,00207871807957687;0;0;0;0;0;0;0;0;0;0,00325656114289953;0;0,00230807961718426;0;0
"miasta";0,00199024070017051;0;0,00164806656455904;0;0;0,00135592942957006;0,00123537779186767;0,00127382100322099;0,00135958094508955;0;0;0;0;0;0;0;0;0;0,00167541280180283;0
"miastach";0;0;0;0;0;0;0;0,00195284112269753;0;0;0,00341962900572513;0,00674979097350977;0;0;0;0,00325656114289953;0;0;0;0
"miasto";0;0;0;0;0;0;0;0,00195284112269753;0,00208431606363318;0;0;0,00337489548675489;0;0,00521781594356711;0;0;0;0;0;0
"mieć";0,00163334658803225;0;0,00135253183187436;0,00546363408128589;0,000504045723232985;0,00556390668528442;0,00253461817596358;0,00574968220707231;0,00167366708279965;0,000833094338801971;0;0;0;0;0;0,00435826351154467;0;0,00123556337325302;0,000687487142418441;0,000540895018926258
"miecz";0;0;0;0;0,0186536901865369;0,0017905102954342;0,00815660685154975;0,00168208578637511;0,000897666068222621;0;0;0;0;0,0202247191011236;0,00564174894217207;0,00140252454417952;0;0;0,00331858407079646;0,00609225413402959
"między";0;0,00125200285360038;0,00111985456546193;0,00226186010035059;0,000417334284533462;0;0,00125915132013807;0,000432778110033438;0,00138574463060079;0,00137955274217093;0,000757839724344268;0,000747926123299067;0;0;0,000725773163370604;0,000721701504670068;0;0;0,00113843622307469;0,00179137745110447
"miejsce";0,00054538436173304;0;0,001354855819191;0,000912170328085371;0,000673215732812399;0;0,000338529771026789;0,000698128678349611;0,000745130160285177;0,000556350535226332;0,0012224963159907;0;0,00523706623695702;0,0027980056131158;0,00058538434312954;0,00232840111797388;0;0,000825124253039451;0;0,0018060813719706
"miękki";0;0,0024330900243309;0;0;0,0016220600162206;0;0,00163132137030995;0;0,00179533213644524;0;0;0;0;0;0,00282087447108604;0;0;0;0;0
"mielić";0;0;0,000801921212368015;0;0;0,00131954448373537;0,0012022277229465;0,00123963935099446;0,000661549007330526;0,000987889536415826;0;0;0;0,00165610245880046;0,0010394437153261;0;0,00373147136286687;0,00146514034625488;0,000815227427175007;0,000641397383956663
"milczeć";0;0,00552763931689693;0,00329613312911808;0;0,00245672858528752;0;0,00123537779186767;0;0;0;0;0;0;0;0,00427242079782724;0,00212422604884959;0;0;0;0,0039544991457696
"miłość";0;0;0;0,00166436612398875;0;0,0067796471478503;0,00988302233494133;0,0127382100322099;0;0,00406051788962402;0,00223059377441791;0;0;0;0;0;0;0;0,00167541280180283;0
"min";0;0;0;0;0;0;0;0;0;0,0134048257372654;0,0265095729013255;0,0261627906976744;0,00315457413249211;0;0;0,00280504908835905;0;0;0;0
"minąć";0;0;0;0;0,00140873121992393;0,00466508216875436;0,00283354909325645;0;0,0031184301511063;0;0;0;0;0;0;0;0;0;0,00192142211744049;0,00151171940310375
"mistrz";0;0;0;0;0;0;0;0;0;0;0;0,00674979097350977;0,0585975544451069;0;0;0;0,00587829897439839;0;0;0,00404165029571342
"mleko";0;0;0,0043525571273123;0,0021978021978022;0,0032441200324412;0;0,00163132137030995;0;0;0;0;0;0;0;0;0,00280504908835905;0;0;0;0
"młoda";0;0;0,0043525571273123;0,0021978021978022;0;0,0017905102954342;0,00489396411092985;0,00336417157275021;0;0;0;0;0;0;0;0;0;0;0;0
"młodego";0;0;0;0;0,00422619365977179;0,00155502738958479;0,00141677454662823;0;0;0,00232837211014237;0;0;0;0;0;0;0;0,00172660595841571;0;0,00151171940310375
"młodemu";0;0;0;0;0,00188315336162803;0,00207871807957687;0,00189390546075641;0;0;0;0;0;0;0;0;0;0;0;0;0,00202082514785671
"młodszy";0;0,00282473004244205;0;0;0;0,00207871807957687;0;0,00195284112269753;0,00208431606363318;0;0;0;0;0;0;0;0;0;0;0
"młody";0;0;0;0,00190875340018264;0,0112698497593914;0;0,00141677454662823;0,00146086256868478;0;0,00232837211014237;0;0;0;0;0;0;0;0,00345321191683142;0;0
"młyn";0;0,0024330900243309;0,00652883569096844;0,00659340659340659;0;0;0;0;0;0;0,00294550810014728;0;0;0;0;0;0;0,0139165009940358;0;0
"mną";0;0;0;0;0,00122836429264376;0;0,00123537779186767;0,00127382100322099;0,0027191618901791;0;0;0;0;0;0,00213621039891362;0;0;0,00150553993323038;0;0,0013181663819232
"mniej";0;0;0;0;0,0008110300081103;0;0,00244698205546493;0,000841042893187553;0,000897666068222621;0;0,00294550810014728;0;0;0,00224719101123596;0,00141043723554302;0;0,00253164556962025;0,00298210735586481;0;0,000870322019147084
"moc";0,0026281208935611;0,0097323600973236;0;0,00879120879120879;0;0;0;0;0;0;0;0;0;0;0;0,00280504908835905;0,0253164556962025;0;0;0
"móc";0,000846065952397799;0,000783280036222293;0,00105090781791304;0,00247636996067202;0,00130546672703715;0,0028820778414267;0,00262584090446462;0,00243679802690182;0,00202288749031556;0;0;0,000935837485137681;0,00050777302032707;0;0,000454059372196562;0,00270907232724288;0;0,0019200482796463;0,000356115149211684;0,00084054332868763
"mocno";0;0,0024330900243309;0;0;0,0016220600162206;0,0035810205908684;0,00163132137030995;0,00168208578637511;0;0;0;0;0;0;0;0;0;0;0;0
"modlić";0,0026281208935611;0;0,00217627856365615;0;0,0016220600162206;0,0017905102954342;0,0032626427406199;0;0;0;0;0;0;0;0;0;0;0;0;0
"modlitwa";0,00305115386976;0;0,00252658116962716;0,00510313867008211;0,00188315336162803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mogli";0;0;0;0;0,00140873121992393;0,00155502738958479;0,00141677454662823;0,00292172513736956;0,00155921507555315;0;0;0;0;0;0;0;0;0;0;0,0030234388062075
"moich";0;0;0;0;0;0;0;0;0,00208431606363318;0;0;0;0;0;0,0032749338432826;0;0;0,00230807961718426;0;0,00606247544357014
"moim";0;0;0,00252658116962716;0;0;0;0,00189390546075641;0;0,00208431606363318;0;0;0;0;0;0;0;0;0,00230807961718426;0;0
"mój";0,00566686252463906;0,00314779735857688;0,00093851629624599;0,000947798325549522;0,00209853157238459;0;0,00281401786704752;0,00217618959524827;0;0;0;0;0;0,00193819432865183;0,00121649714562774;0;0;0,0017147047241552;0;0,000750649674717202
"moja";0;0;0,00164806656455904;0;0,00245672858528752;0,00135592942957006;0,00123537779186767;0,00127382100322099;0,00135958094508955;0;0;0;0;0;0,00427242079782724;0;0;0;0;0
"moje";0,0026281208935611;0;0,00217627856365615;0;0;0;0;0;0,00538599640933573;0;0;0;0;0;0,00564174894217207;0;0;0,00198807157057654;0;0
"mojej";0;0;0,00217627856365615;0;0,0016220600162206;0;0;0,00168208578637511;0,00179533213644524;0;0;0;0;0,00449438202247191;0;0;0;0;0;0
"moment";0;0;0;0;0,0048661800486618;0;0;0;0;0;0;0;0;0;0,00282087447108604;0;0;0,00397614314115308;0,00442477876106195;0,00348128807658834
"moneta";0;0;0;0;0;0,0017905102954342;0,00489396411092985;0,00168208578637511;0;0;0;0,00290697674418605;0;0;0,00282087447108604;0;0;0;0;0
"morze";0;0;0,00164806656455904;0,00166436612398875;0,00122836429264376;0;0;0,00382146300966297;0;0;0;0;0;0;0;0;0;0,00150553993323038;0,00167541280180283;0,0026363327638464
"mowa";0;0;0;0;0;0;0;0,00146086256868478;0,00155921507555315;0,00232837211014237;0;0,00504931858769246;0;0;0;0;0,00439738125105369;0;0;0,00151171940310375
"mówić";0,000423032976198899;0,000783280036222293;0,00105090781791304;0,00035376713723886;0,000522186690814862;0,00144103892071335;0,000787752271339386;0,000812266008967273;0,00144491963593969;0;0,000474120905577853;0;0;0,00289373568438079;0,00136217811658969;0,00045151205454048;0;0,0019200482796463;0,00106834544763505;0,000560362219125087
"możliwość";0;0;0;0;0,0016220600162206;0;0;0;0;0,00536193029490617;0,00294550810014728;0;0;0;0,00846262341325811;0,00280504908835905;0;0;0;0
"mrok";0;0,00321637006055319;0,00287688377559818;0,00435800470841988;0,00214424670703546;0;0;0;0,00118664999541056;0;0;0;0;0;0;0;0;0,00131404383189599;0,00146230983947717;0,00115050312870963
"mruknąć";0,00610230773952001;0;0;0;0,00564946008488409;0;0;0;0,00208431606363318;0;0;0;0;0;0,0065498676865652;0;0;0;0;0
"mur";0;0;0;0,00145266823613996;0,00536061676758866;0;0,00107824477560144;0,0100061840655898;0,00830654996787391;0;0;0;0;0;0,00559348982321874;0;0,00334665340477813;0;0;0,0356655969899985
"musieć";0;0;0;0,00136590852032147;0,000504045723232985;0,00222556267411377;0,00456231271673445;0,00313619029476671;0,00223155611039953;0,000833094338801971;0;0,00180665225798334;0;0,00139660309381184;0,000876570348020127;0;0;0,00432447180638558;0,00137497428483688;0,00216358007570503
"myśl";0;0;0;0;0;0,00118346293185977;0,00107824477560144;0,00111179822950998;0,00237329999082112;0,00177202157491604;0;0,00192140711466186;0;0;0,00372899321547916;0;0;0;0,00292461967895434;0
"myśleć";0;0;0,00108813928182807;0,0010989010989011;0,0008110300081103;0,0026857654431513;0;0,000841042893187553;0,000897666068222621;0;0,00147275405007364;0;0;0;0;0,00140252454417952;0;0,00099403578528827;0;0,000870322019147084
"nadal";0;0;0;0;0;0,0108851917270935;0;0,00292172513736956;0;0,00232837211014237;0;0;0;0;0;0,00730841063464042;0,00439738125105369;0;0,00384284423488099;0
"nadejść";0,00456495556942498;0;0;0,00190875340018264;0,00140873121992393;0;0,00141677454662823;0;0,00155921507555315;0;0;0;0;0;0;0;0;0,00172660595841571;0;0
"nadzieja";0,00199024070017051;0;0;0,00166436612398875;0;0;0;0,00254764200644198;0,00135958094508955;0;0;0;0;0;0;0;0;0,00150553993323038;0,00502623840540849;0,00922716467346241
"nagły";0,00163334658803225;0,00226820575454843;0;0,00341477130080368;0,000504045723232985;0,00111278133705688;0,000506923635192716;0;0,00111577805519977;0,000833094338801971;0;0;0;0;0,00350628139208051;0,00174330540461787;0,00944032977336107;0,000617781686626511;0;0,0037862651324838
"nagroda";0;0;0;0;0;0;0;0,00195284112269753;0;0;0;0,00337489548675489;0,0109870414584575;0,00521781594356711;0;0;0;0;0;0
"najbardziej";0;0;0;0;0,00107212335351773;0;0,00107824477560144;0,00111179822950998;0;0;0;0,00192140711466186;0,00834024034629251;0;0,00372899321547916;0;0;0;0,00292461967895434;0,00115050312870963
"najlepszy";0,00151380169966498;0;0;0;0,00093430907821983;0,0010313366995927;0;0;0;0;0,00169661722156856;0;0,0308896728526275;0,00258877099650573;0;0,00161571261352742;0;0,00114513229964717;0,00127433970513833;0
"najmniej";0;0;0;0;0;0;0;0;0,00416863212726636;0;0;0,0101246864602647;0;0;0;0;0;0,00230807961718426;0;0,00202082514785671
"najpierw";0;0;0,00143844188779909;0;0,00214424670703546;0;0,00107824477560144;0,00111179822950998;0,00118664999541056;0;0,00194687495565149;0;0;0;0,00372899321547916;0;0;0,00131404383189599;0;0
"największy";0,00228247778471249;0,0021130968298859;0;0;0;0;0;0;0,00155921507555315;0;0;0,00252465929384623;0,00273969336619275;0;0;0;0;0;0,00192142211744049;0
"najwyższy";0;0;0;0,00255156933504106;0;0;0;0;0;0;0;0;0,0109870414584575;0;0;0;0;0,00230807961718426;0,00256850452974266;0
"należeć";0,00228247778471249;0;0;0;0;0;0,00141677454662823;0;0;0;0,00511624622729369;0,00252465929384623;0,00547938673238551;0;0;0;0;0;0,00384284423488099;0
"nami";0;0;0;0;0,00245672858528752;0;0;0,00127382100322099;0,00135958094508955;0;0,00223059377441791;0;0;0,00340353521984215;0,00213621039891362;0;0;0;0;0,0013181663819232
"namiestnik";0;0;0;0;0;0,00415743615915374;0,00378781092151283;0,00390568224539506;0;0;0;0;0;0;0;0;0;0;0,00256850452974266;0
"naprzód";0;0,0024330900243309;0;0,0021978021978022;0;0;0;0;0,00179533213644524;0;0;0;0;0;0;0;0;0;0,00221238938053097;0,00696257615317668
"narodowy";0;0;0;0;0;0;0;0;0;0,00311250414864258;0,0170981450286256;0,00674979097350977;0,0109870414584575;0;0;0;0;0;0;0
"nasłuchując";0,00305115386976;0;0;0;0,00188315336162803;0;0;0;0,00208431606363318;0;0;0;0;0;0;0;0;0;0,00256850452974266;0
"następny";0;0;0;0;0,00186861815643966;0,00206267339918541;0,000939643632500041;0,000968884014672035;0;0,00308848014328432;0,00678646888627423;0,00502326930281272;0,0072681583182653;0;0;0;0;0,00114513229964717;0;0
"nasz";0;0;0,00143844188779909;0;0,00107212335351773;0;0;0,00222359645901995;0,00355994998623168;0;0;0;0;0,00297062493233115;0,00186449660773958;0;0;0,00131404383189599;0,00146230983947717;0
"nasze";0;0;0;0;0;0,00207871807957687;0;0;0,00208431606363318;0;0;0;0;0;0,0032749338432826;0;0;0;0,00256850452974266;0
"naszej";0;0;0;0;0;0;0;0,00195284112269753;0,00208431606363318;0;0;0;0;0;0,0032749338432826;0;0;0;0;0,00202082514785671
"naszych";0;0;0;0;0;0,00311005477916957;0;0,00438258770605435;0,00467764522665944;0;0;0;0;0;0;0;0;0,00172660595841571;0,00192142211744049;0,00151171940310375
"naszym";0;0;0;0;0;0;0;0;0,00416863212726636;0,00311250414864258;0;0;0;0,00521781594356711;0;0;0;0,00230807961718426;0;0
"natychmiast";0;0;0;0;0;0;0,00215648955120288;0,00111179822950998;0,00355994998623168;0;0;0,00192140711466186;0;0,00297062493233115;0,00186449660773958;0;0,00669330680955627;0;0;0,00115050312870963
"nauczyć";0;0;0;0;0,00281746243984786;0,00155502738958479;0,00141677454662823;0,00146086256868478;0;0,00232837211014237;0;0;0;0;0;0;0;0;0,00192142211744049;0
"nauka";0;0;0;0;0;0;0;0;0;0,0214477211796247;0,00294550810014728;0,00872093023255814;0,00630914826498423;0;0;0;0;0,00198807157057654;0;0
"nawzajem";0;0;0;0;0,00188315336162803;0;0;0,00195284112269753;0,00208431606363318;0;0;0;0;0;0;0;0;0;0,00256850452974266;0
"nazwa";0;0;0;0;0;0;0,00123537779186767;0;0;0,00203025894481201;0,00223059377441791;0,00220141449539209;0,00238891667638763;0;0;0,00212422604884959;0;0;0,00335082560360566;0
"nazwisko";0;0;0;0;0;0,00155502738958479;0;0,00292172513736956;0;0;0,00255812311364684;0,00757397788153869;0;0;0;0;0;0,00172660595841571;0,00384284423488099;0
"nazywać";0;0;0;0;0,000699510524128196;0,00077215441025073;0,00070350446676188;0;0,000774233820691261;0,00462464598525504;0,00254049035714305;0,0050145143968027;0;0,00193819432865183;0,00243299429125547;0;0;0,0017147047241552;0,00572453413440309;0
"nią";0,00131406044678055;0;0,00108813928182807;0,0043956043956044;0;0,0035810205908684;0,0032626427406199;0,000841042893187553;0,000897666068222621;0;0;0;0,00157728706624606;0;0;0,00420757363253857;0;0;0;0,000870322019147084
"niby";0,00566686252463906;0,00839412628953835;0,00656961407372193;0,00284339497664857;0,000699510524128196;0;0;0;0,000774233820691261;0;0;0;0;0,00193819432865183;0,00121649714562774;0,0036290174316272;0;0,000857352362077599;0;0,000750649674717202
"niczego";0,00228247778471249;0,0021130968298859;0;0;0,00140873121992393;0;0;0;0;0;0;0;0;0,00390329347003642;0;0,00243613687821347;0;0;0,00192142211744049;0
"niczym";0;0,0024330900243309;0;0;0,0113544201135442;0,0017905102954342;0;0;0;0;0;0;0;0;0;0;0,00506329113924051;0;0,00221238938053097;0
"niebezpieczeństwo";0;0;0;0;0;0;0;0,00390568224539506;0;0;0;0;0;0;0;0;0;0,00230807961718426;0,00256850452974266;0,00202082514785671
"niebieski";0;0;0,00252658116962716;0;0,00564946008488409;0,00207871807957687;0,00189390546075641;0;0;0;0;0;0;0;0;0;0;0;0;0
"niebo";0,00113337250492781;0,0104926578619229;0,00093851629624599;0,00758238660439618;0,00209853157238459;0,00077215441025073;0,00140700893352376;0;0;0;0;0,00250725719840135;0;0;0,00121649714562774;0,00241934495441813;0;0;0;0,00375324837358601
"niech";0,00340011751478344;0,00104926578619229;0,00281554888873797;0,000947798325549522;0;0;0;0,00217618959524827;0,000774233820691261;0,00231232299262752;0;0;0;0,00193819432865183;0;0;0,00218353538291156;0,000857352362077599;0;0,000750649674717202
"nieco";0,00199024070017051;0,00921273219482821;0,0082403328227952;0,00665746449595498;0;0;0,00123537779186767;0;0;0;0;0;0;0;0;0;0,00766872492572029;0;0;0,0013181663819232
"niejeden";0;0,0048661800486618;0,00217627856365615;0;0,0016220600162206;0;0;0;0,00179533213644524;0;0;0;0;0;0;0;0;0;0;0,00522193211488251
"niekiedy";0,00525624178712221;0,0024330900243309;0;0,0043956043956044;0;0;0,00163132137030995;0;0;0;0;0;0;0;0;0;0,010126582278481;0;0;0
"niektóry";0;0;0,00125353981876502;0;0;0,00206267339918541;0,000939643632500041;0;0,00206822817494623;0,00154424007164216;0;0,00334884620187515;0;0,00517754199301146;0;0;0;0,0034353968989415;0,00127433970513833;0
"niemal";0;0;0;0;0,00122836429264376;0,00135592942957006;0,00123537779186767;0;0,00135958094508955;0;0;0,00440282899078418;0;0;0;0;0,00383436246286015;0;0,00837706400901415;0
"nienawidzić";0;0;0;0;0;0,00207871807957687;0;0,00195284112269753;0;0;0;0;0;0;0;0;0;0;0,00256850452974266;0,00202082514785671
"nieść";0;0,00564946008488409;0;0,00255156933504106;0;0;0;0;0,00208431606363318;0;0;0;0;0;0;0;0;0;0;0,00404165029571342
"nieustanny";0,00305115386976;0,00282473004244205;0;0;0,00188315336162803;0;0;0;0,00208431606363318;0;0;0;0;0;0;0;0;0;0;0
"niewiele";0;0;0;0;0;0;0;0,00195284112269753;0,00416863212726636;0;0;0;0;0;0;0;0;0;0,00513700905948531;0,00202082514785671
