"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"miesięcznik";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"miesięczny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mieszać";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"mieszczanin";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"mieszkać";0;0;0;0;2;0;0;0;0;0;0;0;0;4;3;0
"mieszkal";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"mieszkanie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mieszkaniec";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"mieścić";0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1
"mieście";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"mieścina";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"miewać";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"mię";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"między";0;2;2;4;3;2;1;1;0;0;1;1;0;0;2;4
"międzynarodowy";0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0
"międzynarodówka";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"miękki";0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"mięsień";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"mięso";1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"miętsze";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mig";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"migaly";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"migot";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"migotać";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1
"migotliwy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mijajac";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"miklaszewski";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mikołaj";0;0;0;0;0;0;1;26;0;0;0;0;0;0;0;0
"mikry";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"mil";0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0
"mila";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"milczal";0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0
"milczeć";0;3;2;0;0;0;0;0;0;0;2;1;0;0;0;3
"milczkiem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"milenę";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"milicja";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"milić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"militarny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"milknąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"milosciwy";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"milosciwym";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"milva";0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0
"milvy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"miło";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"miłosierdzie";0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0
"miłosierny";1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
"miłość";0;0;0;1;0;2;1;0;0;0;0;0;0;0;1;0
"miłować";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"miły";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"min";0;0;0;0;0;5;9;9;1;0;0;1;0;0;0;0
"mina";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"minal";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"minas";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"minąć";0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1
"minionego";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"minister";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ministerstwo";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"ministrancki";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"minuta";1;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0
"miotanina";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"miriamowi";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mirosław";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"misa";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"misericordia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"misja";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"miska";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"misterium";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mistrz";0;0;0;0;0;0;0;2;16;0;0;0;1;0;0;2
"mistrzostwa";0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"mistrzostwo";0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
"mistrzowski";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"mistyczny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mistyk";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mistyka";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"mit";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mitchellem";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"mithrandir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"mknąc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"mlaskać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mlasnely";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mleczny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mleć";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"mleko";0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0
"mln";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"mloda";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mlodsza";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mlodych";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mlodzi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mlodzikom";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mło";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"młocka";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"młoda";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"młode";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"młodego";0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
"młodemu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"młodość";0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
"młodszy";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"młodu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"młody";0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0
"młodzie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"młodzieniec";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"młodzież";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"młodzieżowy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"młodzik";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"młot";0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0
"młócić";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"młódka";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"młyn";0;1;3;3;0;0;1;0;0;0;0;0;0;7;0;0
"młynarz";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"młynarzowego";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mną";0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;1
"mniej";0;0;0;0;1;0;2;0;0;1;1;0;1;3;0;1
"mniejsza";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mniejszy";0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0
"mniemać";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mnostwo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mnóstwo";0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;1
"moc";1;4;0;4;0;0;0;0;0;0;0;1;5;0;0;0
"mocniejszy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"mocno";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mocny";0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0
"mocując";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"moczar";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"model";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"modernizacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"modlić";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"modlitwa";1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"modły";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modrawo";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modrawy";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"modry";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"modrzało";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modrzyć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"moga";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"mogąc";3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"mogiła";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"mogl";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mogli";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"moglo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"moi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"moich";0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3
"moim";0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0
"moiściewy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"moja";0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0
"moją";0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0
"moje";1;0;1;0;3;0;0;0;0;0;2;0;0;1;0;0
"mojego";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"mojej";0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0
"mokry";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"moment";0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2
"momentalny";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"monachium";0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0
"moneta";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"monografia";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"monologowal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"monotonny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"monstrum";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"montfort";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"montwiłłamireckiego";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"moralny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mordowac";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mordować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morduja";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mordujac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"morga";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"morgach";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"morgów";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"moria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"moroz";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"morski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"moru";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"morze";0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;2
"morzyć";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"mosci";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"moŝe";0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
"moŝecie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"moŝemy";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"moŝesz";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"moskwa";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"moŝna";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"most";0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"moszku";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mości";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"mościcki";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"mościckiej";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mość";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motek";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"motu";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"motyczka";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"motyl";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"motyli";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mowa";0;0;0;0;1;1;0;2;0;0;0;0;1;0;0;1
"mowiac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mowisz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"moze";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"mozliwych";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mozna";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"możliwe";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"możliwość";0;0;0;0;0;2;1;0;0;0;3;1;0;0;0;0
"możne";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"możny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"móc";2;2;3;7;7;0;0;2;1;0;1;6;0;6;1;3
"mój";5;3;1;1;0;0;0;0;0;1;1;0;0;2;0;1
"mówiac";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"mówiąc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"mówić";1;2;3;1;5;0;1;0;0;4;3;1;0;6;3;2
"mówie";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"mówilem";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mózg";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"mroczeje";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"mroczniej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mrok";0;2;2;3;1;0;0;0;0;0;0;0;0;1;1;1
"mróz";0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"mruczeć";0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
"mrugnąć";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"mruknal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"mruknąć";2;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0
"mruknela";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mrużąc";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"msz";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"msza";0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0
"mszyć";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"mucha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"müllera";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"müllerem";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"müllerze";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"muł";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"mundi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mundur";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"mur";0;0;0;1;7;0;0;0;0;0;3;0;1;0;0;31
"murata";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"musieć";0;0;0;2;4;1;0;2;0;1;1;0;0;7;2;4
"muskając";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"musza";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"musze";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"muszla";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"mutacja";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"muzeum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"muzułmanin";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"muzyczny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"muzyka";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
"myć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"myla";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mylić";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"mylny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"myslal";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"mysle";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"myszkować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"myśl";0;0;0;0;2;1;0;1;0;0;2;0;0;0;2;0
"myśląc";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"myśle";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"myśleć";0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1
"myśliciel";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"myśliwski";0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"mżyć";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nabiedować";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nabierać";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"nabijać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nabożeństwo";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"nabożny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"nabrać";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"nabrzmiały";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nabrzmiewać";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nabyć";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"nabytek";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"nachorzał";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nachylić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"naciąg";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"naciągnąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"nacierpieć";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nacieszyć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nacisk";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"nacja";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"naczelna";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"naczelnik";0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"naczelny";0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0
"naczynie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nadać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"nadal";0;0;0;0;0;1;0;0;0;0;0;3;1;0;2;0
"nadążyć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"nadbekart";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nadbekarta";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nadbiegać";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"nadbiegło";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"nadbrzeżny";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"nadchodzić";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"nadciągać";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1
"nade";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nadejść";2;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
"naderwanie";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"nadesłać";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"nadlatywać";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"nadlecieć";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"nadludzki";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"nadprzyrodzony";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"nadstawiać";1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"nadstawić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"nadszedl";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nadto";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"nadziać";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"nadzieja";1;0;0;1;1;0;0;0;0;0;0;0;0;1;3;7
"nadzór";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"nadzwyczaj";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"nagi";0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;1
"naglego";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"naglil";0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"nagły";2;3;0;5;2;1;0;0;0;0;4;2;6;1;0;7
"nagranie";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"nagroda";0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0
"nagrode";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"nagromadzić";0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"nagrywać";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"nagrzać";1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"nagrzewać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nagrzewając";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"nahajka";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"najbardziej";0;0;0;0;0;0;0;1;4;0;2;0;0;0;2;1
"najbielszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najbliŝej";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"najbliżej";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"najbliższy";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"najbogatszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"najcenniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najciaśniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najciekawszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"najczęściej";0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0
"najdalszy";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"najdawniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"najdłużej";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"najgłębszy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"najgorsze";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"najlekciejszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najlep";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"najlepszy";1;0;0;0;0;0;1;0;17;1;0;1;0;1;1;0
"najliczniejszy";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"najmiększy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najmłodszy";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"najmniej";0;0;0;0;2;0;0;3;0;0;0;0;0;1;0;1
"najmocniejszy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"najniższy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najokrutniejszy";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"najpierw";0;0;1;0;1;0;1;0;0;0;2;0;0;1;0;0
"najpotężniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"najprawdopodobniej";0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"najprawdziwszy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"najprzewrotniejsze";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"najrychlej";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najskuteczniejszy";0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"najsłabszy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"najsłynniejszy";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"najsmiglejszym";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"najstarszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najszybciej";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"najszybszy";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"najść";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najśliczniejszy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"najświętszy";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"najważniejszy";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"najwcześniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"największy";1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0
