"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"George R.R. Martin 01 - Gra o tron";"George R.R. Martin 03 - Nawalnica mieczy 01 - Stal i snieg";"George R.R. Martin 04 - Nawalnica mieczy 02 - Krew i zloto";"George R.R. Martin 05 - Uczta dla wron 01 - Cienie smierci";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"lokum";0;0;0;0;0;0;0,00183127237865896;0;0;0;0;0,00295020257094792;0;0;0;0;0;0;0;0
"longbottom";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0,00661738664320192;0
"łono";0;0;0;0;0;0;0;0;0;0,00266607391242966;0,00291909322925076;0;0;0;0;0;0;0;0;0
"lord";0;0;0;0;0,0041761296670636;0,0272633435798907;0,00768002677471013;0,0669513008955252;0;0;0;0;0;0;0;0;0;0;0;0
"lordowski";0;0;0;0;0;0,00216694591969169;0;0,00815197078499966;0;0;0;0;0;0;0;0;0;0;0;0
"los";0;0;0;0;0;0;0;0,00167911999642099;0;0;0;0;0;0;0;0;0,00379081107225236;0,00200510299938916;0;0
"łoskot";0;0;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"lot";0,00218957247533297;0,00662703533696418;0;0;0;0,00178536568438761;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łowy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00652638132590837;0;0;0,00220579554773397;0
"łoże";0;0;0;0;0;0,00357073136877522;0,00301760263965403;0,00671647998568394;0;0;0;0;0;0;0;0;0;0;0;0
"łóżko";0,0048;0,00161420500403551;0,00148588410104012;0,00283486888731396;0;0;0;0;0;0;0;0;0;0;0,00195694716242661;0;0;0;0;0
"lśnić";0;0;0;0;0,00139204322235453;0;0,00256000892490338;0;0;0;0;0;0;0;0,00227194529832423;0;0;0;0;0,00281105096233337
"lubić";0;0;0;0;0;0;0,00128000446245169;0,00284899152746916;0,00294660925747127;0;0;0;0;0;0;0;0;0,0017010462233607;0;0
"lubość";0,00265754247590989;0;0;0,00706292295156774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"luby";0,00265754247590989;0;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"łucznik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0;0,00201085235768
"lud";0;0;0;0;0;0;0;0;0,00253807106598985;0;0;0;0;0;0;0;0,00277008310249307;0,00146520146520147;0,00132802124833997;0,00121065375302663
"ludwik";0;0;0;0;0;0;0;0;0;0,00219660160045442;0,00240506642721108;0,0024306976857604;0;0;0;0;0;0;0;0
"ludzi";0;0;0,00192235470189465;0,000611266106484809;0,00155125265512602;0,00281310005300086;0;0,00370397259739292;0,00547269337722123;0;0;0;0;0,00457557812334252;0,00337572006360104;0,00084724604739692;0;0,00379119330219809;0;0,00208836919188878
"ludzie";0,00246995122958284;0,00166125318104845;0,00229378828898852;0,000729373738950756;0,000616994212026089;0,00167832085071676;0,000283667680722028;0,000631378126171482;0;0;0;0;0;0,000682457788898884;0;0,00050547462949878;0,000712705225525981;0,00188488341695882;0,000683364107343636;0,00062296994289317
"ludziom";0;0;0;0;0;0;0;0;0,00173665329579074;0;0;0;0;0;0;0,00268857131057584;0;0,00200510299938916;0;0
"ludzki";0;0,00106693147287116;0,000982115969455693;0,000936873206865601;0,000792522838661488;0;0;0,000810998831219241;0,000838786862238174;0,00106093747583255;0;0;0;0;0;0;0;0;0;0,000800198604653367
"ludźmi";0,00185754247590989;0;0;0;0;0,00151463019888282;0;0;0,00441991388620691;0;0;0;0;0;0;0;0,00321596689042571;0;0;0
"luk";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00725985568744352;0,00267804852658141;0;0,00379081107225236;0;0;0
"łuk";0;0;0,00225048019736963;0;0,00090801748970609;0;0,000834935596929304;0;0,00192204717364182;0;0;0;0;0;0;0,0178535148074235;0;0,00221915483198499;0;0,0018336236959198
"łuna";0;0,00268113647690667;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lustro";0;0,00268113647690667;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"luty";0;0,00161420500403551;0;0;0;0;0;0;0;0,00481540930979133;0,00878734622144113;0,00355239786856128;0,00198216055500496;0;0;0;0;0;0;0
"luźny";0;0;0;0;0;0;0;0;0;0;0;0,00295020257094792;0;0;0;0;0;0;0,00220579554773397;0
"łza";0,00694786237666483;0,0014019092769703;0,00129046478021263;0,00246203486061829;0;0,00113304996357874;0;0;0;0;0;0;0;0;0;0,003412506078912;0;0;0;0
"maca";0;0;0;0;0;0;0,00183127237865896;0,00203799269624992;0;0;0;0;0;0;0;0;0;0;0;0
"macie";0;0;0,00246800007049581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"maciej";0,00531508495181978;0;0;0;0;0;0;0;0;0;0;0,00295020257094792;0;0;0;0;0;0;0;0
"mądrość";0;0;0;0;0;0;0;0;0,00173665329579074;0,00219660160045442;0;0;0;0;0;0;0;0;0;0,00165675883424104
"mądry";0,00265754247590989;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0;0;0;0;0;0
"maester";0;0;0;0;0,00398312721209516;0;0;0,00611397808874975;0;0;0;0;0;0;0;0;0;0;0;0
"magia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00652638132590837;0,00460100844167225;0;0;0
"magiczny";0;0;0;0;0;0;0,00128000446245169;0;0;0;0;0;0;0;0;0,00228087239183434;0,00643193378085142;0;0,00154178492356399;0
"mahakamu";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00440574017889571;0;0;0,00460100844167225;0;0;0
"maj";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0;0,00329229741812424;0;0;0;0;0;0;0
"maja";0;0;0;0;0;0;0;0;0;0,0112359550561798;0,00878734622144113;0,00355239786856128;0,0158572844400396;0;0;0;0,00277008310249307;0;0;0
"mając";0;0;0;0;0;0,00130463144161774;0;0;0,00126903553299492;0,00160513643659711;0;0;0,00198216055500496;0;0;0;0;0,00146520146520147;0;0
"majątek";0;0;0;0;0;0;0;0;0;0;0,011676372917003;0;0;0;0;0;0;0,00243364695596144;0;0
"majestat";0,00218957247533297;0;0;0,00193973465213764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00165675883424104
"mała";0;0,00161420500403551;0;0;0;0,00130463144161774;0;0,00736196319018405;0,00126903553299492;0;0;0;0;0;0;0,00196463654223969;0;0;0;0
"mało";0;0;0,00148588410104012;0,00141743444365698;0;0,000652315720808871;0;0,000613496932515337;0,000634517766497462;0;0;0,00088809946714032;0;0;0,00293542074363992;0,000982318271119843;0;0,000732600732600733;0,00199203187250996;0
"malowniczy";0;0;0;0;0,00199156360604758;0;0;0;0;0;0;0;0;0,00440574017889571;0;0;0;0;0;0
"mały";0,00277914495066593;0;0;0;0,00208269255895229;0;0,00191506680723948;0;0,00220427105858656;0;0;0;0;0;0;0;0;0;0,00461345443337638;0,00105143195772773
"małżeński";0;0;0;0;0;0;0,00150880131982702;0;0;0,00219660160045442;0,00481013285442215;0;0;0;0;0;0;0;0;0
"małżeństwo";0;0;0;0;0;0,00151463019888282;0;0;0;0,00372701138826222;0,00204035860710664;0,0020621031038076;0;0;0;0;0;0;0;0
"małżonka";0;0;0;0;0;0;0;0,00203799269624992;0;0;0,00291909322925076;0;0;0;0;0;0;0;0;0
"mam";0;0;0;0;0,000690649336597752;0,00150293945654932;0,00127012468957558;0,00282700145630687;0;0;0;0;0;0;0,00225440918482397;0,00565816843538826;0;0,00421979155108077;0,00152988458624841;0,00139467686857754
"mamrotać";0,00265754247590989;0;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marek";0;0;0;0;0;0;0;0;0;0;0;0,00295020257094792;0,00329229741812424;0;0;0;0;0;0;0
"margaery";0;0;0;0;0;0,0267804852658141;0,00905280791896209;0,0117538399749469;0;0;0;0;0;0;0;0;0;0;0;0
"maria";0;0;0,00172505801997575;0;0;0;0;0;0;0,00186350569413111;0,00816143442842658;0,0020621031038076;0;0;0;0;0;0;0;0
"marny";0;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0,00325041887953754;0;0;0;0;0
"marsz";0;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0;0,00326319066295419;0;0;0;0
"martwy";0;0,00374806794977782;0;0,00164559042869409;0;0;0;0;0;0;0;0;0;0;0,00227194529832423;0;0;0,0017010462233607;0;0
"marzec";0;0;0;0;0;0;0;0;0;0,00745402277652444;0,00408071721421329;0,00618630931142281;0,00460243428124353;0;0;0;0;0;0;0
"marzyć";0;0;0;0,00387946930427527;0;0,00714146273755044;0;0,00167911999642099;0;0;0;0;0;0;0;0;0;0;0;0
"masa";0;0;0;0;0;0;0;0;0;0;0;0;0,00329229741812424;0;0;0,00326319066295419;0;0;0;0
"masz";0;0;0,000855871540449517;0;0,0013812986731955;0,00150293945654932;0;0,00141350072815344;0,00073096642985092;0;0;0;0;0,00763927780799105;0,00112720459241199;0,00452653474831061;0;0;0;0,00139467686857754
"matka";0,00206999154300016;0;0,000640784900631549;0;0,000517084218375339;0,00112524002120035;0,00237733317599246;0,000529138942484703;0;0,00346106130116398;0,000757905515158229;0,000765982660968086;0,000854803247026824;0;0;0;0;0,0012637311007327;0;0
"matura";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0;0,00329229741812424;0;0;0;0;0;0;0
"mąż";0;0,00122241579727987;0;0;0;0;0,00584454917850513;0,00278755798680324;0;0;0,00133090788473617;0,00134509162773513;0,00150106360042592;0;0;0;0;0;0;0,000916811847959902
"mecz";0;0;0;0;0;0;0;0;0;0,00266607391242966;0;0;0,134984194143094;0;0;0;0;0;0;0
"medycyna";0;0;0;0;0;0;0;0;0;0,00266607391242966;0;0,0147510128547396;0;0;0;0;0;0;0;0
"medyczny";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0,00885060771284377;0;0;0;0;0;0;0;0
"medytować";0,00265754247590989;0;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"megga";0;0;0;0;0;0,0151686214378418;0;0,00203799269624992;0;0;0;0;0;0;0;0;0;0;0;0
"mego";0;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"memoriał";0;0;0;0;0;0;0;0;0;0,00266607391242966;0,00583818645850151;0;0;0;0;0;0;0;0;0
"merry";0;0;0;0;0;0,00216694591969169;0;0;0;0;0;0;0;0;0;0;0;0,0243364695596144;0;0
"mętny";0;0,00268113647690667;0;0;0;0;0;0;0;0;0,00291909322925076;0;0;0;0;0;0;0;0;0
"metoda";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0,00295020257094792;0;0;0;0;0;0;0;0
"mężczyzna";0;0;0,000855871540449517;0;0,00276259734639101;0,00300587891309863;0,00127012468957558;0,00282700145630687;0;0,000924561070180618;0;0;0,00114172754553523;0;0,00112720459241199;0;0;0;0;0,000697338434288771
"mgła";0,00185754247590989;0,00562210192466674;0;0,0131647234295527;0;0;0;0;0;0;0;0;0;0;0;0;0,00321596689042571;0;0;0
"mial";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0220287008944785;0;0;0,0138030253250167;0;0;0
"miał";0;0;0,00129046478021263;0;0,00104134627947614;0;0,000957533403619739;0;0,00220427105858656;0;0;0;0;0;0,00509872483610432;0,003412506078912;0;0;0;0
"miala";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00440574017889571;0;0;0,00460100844167225;0;0;0
"mianować";0;0;0;0;0;0;0;0;0;0,00219660160045442;0,00240506642721108;0,00486139537152079;0;0;0;0;0;0;0;0
"miara";0,00185754247590989;0;0;0;0;0,00151463019888282;0;0;0;0;0;0;0;0;0;0,00228087239183434;0;0,0017010462233607;0;0
"miasta";0,00121165853826381;0;0,00112524009868481;0;0;0,000987979890952223;0,000834935596929304;0,000929185995601079;0,000961023586820912;0;0;0;0;0;0;0;0;0;0,0010056926778418;0
"miastach";0;0;0;0;0;0;0;0,00142449576373458;0;0;0,00204035860710664;0,00412420620761521;0;0;0;0,00228087239183434;0;0;0;0
"miastem";0;0;0;0;0;0,00216694591969169;0;0,00203799269624992;0;0;0;0;0;0;0;0;0;0;0;0
"miasto";0;0;0;0;0;0;0;0,00142449576373458;0,00147330462873564;0;0;0,0020621031038076;0;0,0030794802319461;0;0;0;0;0;0
"michał";0,00218957247533297;0;0;0,00387946930427527;0;0;0;0;0;0;0;0,0024306976857604;0;0;0;0;0;0;0;0
"michel";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00486729391192287;0,00441159109546794;0
"mię";0;0;0,00246800007049581;0;0;0;0;0;0;0;0;0;0;0;0;0,00326319066295419;0;0;0;0
"mieć";0,000994381402794032;0;0,000923459697988514;0,00352367612613052;0,000372594950087692;0,00405406638451579;0,0017130330119798;0,0041940933400055;0,00118303625015153;0,000498786819218515;0;0;0;0;0;0,00305249693883237;0;0,000910605680214315;0,000412674884957683;0,000376203617885151
"miecz";0;0;0;0;0,01378896882494;0,00130463144161774;0,00551267916207277;0,00122699386503067;0,000634517766497462;0;0;0;0;0,0119363395225464;0,00391389432485323;0,000982318271119843;0;0;0,00199203187250996;0,00423728813559322
"miedza";0;0;0,00610022049219808;0,00193973465213764;0;0;0;0;0;0;0;0;0;0;0;0;0,0113724332167571;0;0;0
"między";0;0,000830626590524226;0,000764596096329507;0,00145874747790151;0,000308497106013045;0;0,000851003042166083;0,000315689063085741;0,000979517460970352;0,000825960149004427;0,000452173262592055;0,000456992160594812;0;0;0,000503496255215028;0,00050547462949878;0;0;0,000683364107343636;0,00124593988578634
"międzynarodowy";0;0;0;0;0;0;0;0;0;0,00219660160045442;0,00240506642721108;0;0,00542510524116195;0;0;0;0;0;0;0
"miejscami";0;0;0,00246800007049581;0,00470861530104516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miejsce";0,000332029999423075;0;0,000925046432270826;0,000588288446887093;0,000497646881629309;0;0,000228796857375327;0,000509248465372814;0,000526697334110208;0,00033309590632331;0,000729415640208864;0;0,00329068383967369;0,00165134283532696;0,000406103228257186;0,00163079567496599;0;0,000608113552056914;0;0,0012561667653718
"miękki";0;0,00161420500403551;0;0;0,00119904076738609;0;0,00110253583241455;0;0,00126903553299492;0;0;0;0;0;0,00195694716242661;0;0;0;0;0
"mielić";0;0;0,000547522729692575;0;0;0,000961468485539734;0,000812530974824924;0,000904252262780621;0,000467617762795816;0,000591465163857308;0;0;0;0,000977407949822555;0,000721101364154801;0;0,00204145593951858;0,00107980306837539;0,000489352984174108;0,000446105081214411
"mieścić";0;0;0;0;0;0;0;0;0;0,00219660160045442;0,00481013285442215;0;0;0;0;0;0;0;0;0,00165675883424104
"miesiąc";0;0;0;0;0;0;0;0;0;0,00219660160045442;0;0,0024306976857604;0;0;0;0,00268857131057584;0;0;0;0
"miesięczny";0;0,00268113647690667;0;0;0;0;0,00183127237865896;0;0;0;0;0;0;0;0;0;0;0;0;0
"mięsień";0;0;0;0;0;0;0;0;0;0;0;0;0,00329229741812424;0;0,00325041887953754;0;0;0;0;0
"mięso";0,00218957247533297;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00267804852658141;0,00268857131057584;0;0;0;0
"mieszać";0;0;0;0;0;0,00178536568438761;0;0;0;0;0;0;0;0;0,00267804852658141;0,00268857131057584;0;0;0;0
"mieszkać";0;0;0;0;0;0;0;0;0,00347330659158148;0;0;0;0;0;0;0;0;0,00802041199755665;0,00545212269754224;0
"mieszkaniec";0;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0;0;0;0;0,00220579554773397;0
"migotać";0;0;0,00406681366146539;0;0,00492259998950757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00165675883424104
"mikołaj";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0,076705266844646;0;0;0;0;0;0;0;0
"mil";0;0;0;0;0,00164086666316919;0;0;0;0;0;0;0;0;0;0;0;0,0113724332167571;0,00401020599877832;0;0
"milczal";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0132172205366871;0;0;0,00460100844167225;0;0;0
"milczeć";0;0,00366724739183961;0,00225048019736963;0;0,00181603497941218;0;0,000834935596929304;0;0;0;0;0;0;0;0,00296393967285667;0,00148779290061862;0;0;0;0,00275043554387971
"milczkiem";0;0,00268113647690667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00201085235768
"miłość";0;0;0;0,00107340409130387;0;0,00493989945476112;0,00667948477543444;0,00929185995601079;0;0,00243109658560154;0,00133090788473617;0;0;0;0;0;0;0;0,0010056926778418;0
"miłosierdzie";0;0;0;0,00706292295156774;0;0;0;0;0;0,00799822173728899;0;0;0;0;0;0;0;0;0;0
"miłosierny";0,00265754247590989;0;0;0,00706292295156774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"miły";0;0;0;0;0,00199156360604758;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"min";0;0;0;0;0;0;0;0;0;0,00802568218298555;0,015817223198594;0,0159857904085258;0,00198216055500496;0;0;0,00196463654223969;0;0;0;0
"mina";0;0;0;0;0;0,00178536568438761;0,00150880131982702;0;0;0;0;0;0;0;0;0;0;0,00200510299938916;0;0
"minąć";0;0;0;0;0,00104134627947614;0,00339914989073622;0,00191506680723948;0;0,00220427105858656;0;0;0;0;0;0;0;0;0;0,00115336360834409;0,00105143195772773
"ministerstwo";0;0;0;0;0;0;0;0;0;0,00266607391242966;0,00291909322925076;0;0;0;0;0;0;0;0;0
"minstrel";0;0;0;0;0;0,00216694591969169;0,00366254475731793;0;0;0;0;0;0;0;0;0;0;0;0;0
"minuta";0,00218957247533297;0;0;0;0;0;0;0;0;0,00219660160045442;0;0;0,0325506314469717;0;0;0;0;0;0;0
"miód";0;0;0;0;0;0,00216694591969169;0,00183127237865896;0;0;0;0;0;0;0;0;0;0;0;0;0
"mistrz";0;0;0;0;0;0;0;0;0;0;0;0,00412420620761521;0,0368194742499483;0;0;0;0,00321596689042571;0;0;0,00281105096233337
"mleko";0;0;0,00297176820208024;0,00141743444365698;0,00239808153477218;0;0,00110253583241455;0;0;0;0;0;0;0;0;0,00196463654223969;0;0;0;0
"młoda";0;0;0,00297176820208024;0,00141743444365698;0;0,00130463144161774;0,00330760749724366;0,00245398773006135;0;0;0;0;0;0;0;0;0;0;0;0
"młode";0;0;0;0;0;0;0;0;0,0021078223952331;0;0;0;0;0;0,00325041887953754;0;0;0;0;0
"młodego";0;0;0;0;0,00312403883842843;0,00113304996357874;0,000957533403619739;0;0;0,00139403338215586;0;0;0;0;0;0;0;0,00127250226678843;0;0,00105143195772773
"młodemu";0;0;0;0;0,00139204322235453;0,00151463019888282;0,00128000446245169;0;0;0;0;0;0;0;0;0;0;0;0;0,00140552548116668
"młodość";0;0;0;0;0;0;0;0;0;0;0,00240506642721108;0,0024306976857604;0,00271255262058098;0;0;0;0;0;0;0
"młodszy";0;0,00187403397488891;0;0;0;0,00151463019888282;0;0,00142449576373458;0,00147330462873564;0;0;0;0;0;0;0;0;0;0;0
"młody";0;0;0;0,00123101743030915;0,00833077023580914;0;0,000957533403619739;0,00106562306390565;0;0,00139403338215586;0;0;0;0;0;0;0;0,00254500453357686;0;0
"młot";0;0;0;0;0;0;0;0;0,0042156447904662;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"młyn";0;0,00161420500403551;0,00445765230312036;0,00425230333097094;0;0;0;0;0;0;0,00175746924428822;0;0;0;0;0;0;0,0102564102564103;0;0
"młynarz";0,00265754247590989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00243364695596144;0;0
"mną";0;0;0;0;0,00090801748970609;0;0,000834935596929304;0,000929185995601079;0,00192204717364182;0;0;0;0;0;0,00148196983642833;0;0;0,0011095774159925;0;0,000916811847959902
"mniej";0;0;0;0;0,000599520383693046;0;0,00165380374862183;0,000613496932515337;0,000634517766497462;0;0,00175746924428822;0;0;0,0013262599469496;0,000978473581213307;0;0,00138504155124654;0,0021978021978022;0;0,000605326876513317
"mniejsza";0;0;0;0;0;0,00216694591969169;0;0;0;0;0;0;0;0,00440574017889571;0;0;0;0;0;0
"mniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0138030253250167;0;0,00220579554773397;0
"mnóstwo";0;0;0;0;0;0;0;0;0,00347330659158148;0;0;0;0;0;0;0;0;0;0,00726949693005632;0,00165675883424104
"moc";0,0016;0,00645682001614205;0;0,00566973777462792;0;0;0;0;0;0;0;0;0;0;0;0,00196463654223969;0,0138504155124654;0;0;0
"móc";0,00051508495181978;0,0005196579417068;0,0007175217568069;0,00159709189525977;0,000965012274842213;0,00209998757265077;0,00177468630037135;0,00177751708833513;0,00142988367018499;0;0;0,00057180833905393;0,000319056585616811;0;0,000314998135897615;0,00189741509756795;0;0,00141506854895544;0,000213763675224012;0,00058461518442015
"mocno";0;0,00161420500403551;0;0;0,00119904076738609;0,00260926288323549;0,00110253583241455;0,00122699386503067;0;0;0;0;0;0;0;0;0;0;0;0
"mocny";0;0;0,00740400021148743;0;0;0;0;0;0;0;0;0;0;0;0,00325041887953754;0;0;0;0;0
"model";0;0;0;0;0;0;0,00183127237865896;0;0;0;0;0,00295020257094792;0;0;0;0;0;0;0;0
"modlić";0,0016;0;0,00148588410104012;0;0,00119904076738609;0,00130463144161774;0,00220507166482911;0;0;0;0;0;0;0;0;0;0;0;0;0
"modlitwa";0,00185754247590989;0;0,00172505801997575;0,00329118085738818;0,00139204322235453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modrawy";0,00218957247533297;0,00220901177898806;0;0,00193973465213764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"modry";0;0,00220901177898806;0,00203340683073269;0,00193973465213764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mogąc";0,00656871742599889;0;0;0;0;0;0,00301760263965403;0;0;0;0;0;0;0;0;0;0;0;0,00181737423251408;0
"mogiła";0;0;0,00246800007049581;0;0;0;0;0;0;0;0,00291909322925076;0;0;0;0;0;0;0;0;0
"mogli";0;0;0;0;0,00104134627947614;0,00113304996357874;0,000957533403619739;0,0021312461278113;0,00110213552929328;0;0;0;0;0;0;0;0;0;0;0,00210286391545546
"moi";0;0;0;0;0;0;0,00183127237865896;0;0,0021078223952331;0;0;0;0;0;0;0;0;0;0;0
"moich";0;0;0;0;0;0;0;0;0,00147330462873564;0;0;0;0;0;0,00227194529832423;0;0;0,0017010462233607;0;0,00421657644350005
"moim";0;0;0,00172505801997575;0;0;0;0,00128000446245169;0;0,00147330462873564;0;0;0;0;0;0;0;0;0,0017010462233607;0;0
"moimi";0;0;0;0;0;0,00216694591969169;0;0,00203799269624992;0;0;0;0;0;0;0;0;0;0;0;0
"mój";0,00344998590500026;0,00208836919188878;0,000640784900631549;0,000611266106484809;0,00155125265512602;0;0,00190186654079397;0,00158741682745411;0;0;0;0;0;0,00114389453083563;0,000843930015900259;0;0;0,0012637311007327;0;0,000522092297972194
"moja";0;0;0,00112524009868481;0;0,00181603497941218;0,000987979890952223;0,000834935596929304;0,000929185995601079;0,000961023586820912;0;0;0;0;0;0,00296393967285667;0;0;0;0;0
"moją";0;0;0;0;0;0,00178536568438761;0;0;0,00173665329579074;0;0;0;0;0;0;0,00537714262115168;0;0;0;0
"moje";0,0016;0;0,00148588410104012;0;0;0;0;0;0,00380710659898477;0;0;0;0;0;0,00391389432485323;0;0;0,00146520146520147;0;0
"mojego";0;0;0;0;0;0;0,00301760263965403;0,00335823999284197;0,00347330659158148;0;0;0;0;0;0;0;0;0;0;0
"mojej";0;0;0,00148588410104012;0;0,00119904076738609;0;0;0,00122699386503067;0,00126903553299492;0;0;0;0;0,0026525198938992;0;0;0;0;0;0
"moment";0;0;0;0;0,00359712230215827;0;0;0;0;0;0;0;0;0;0,00195694716242661;0;0;0,00293040293040293;0,00265604249667995;0,00242130750605327
"moneta";0;0;0;0;0;0,00130463144161774;0,00330760749724366;0,00122699386503067;0;0;0;0,00177619893428064;0;0;0,00195694716242661;0;0;0;0;0
"morze";0;0;0,00112524009868481;0,00107340409130387;0,00090801748970609;0;0;0,00278755798680324;0;0;0;0;0;0;0;0;0;0,0011095774159925;0,0010056926778418;0,0018336236959198
"morzyć";0,00265754247590989;0;0;0,00235430765052258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mość";0;0,00220901177898806;0;0;0;0,00178536568438761;0;0,00335823999284197;0;0;0;0;0;0;0;0;0;0;0;0
"most";0;0,00220901177898806;0;0;0;0;0;0;0,00173665329579074;0;0;0;0;0;0;0;0,00379081107225236;0;0;0
"mowa";0;0;0;0;0;0;0;0,00106562306390565;0,00110213552929328;0,00139403338215586;0;0,00308519643724015;0;0;0;0;0,00240576952100583;0;0;0,00105143195772773
"mówiąc";0;0;0;0;0,00199156360604758;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00441159109546794;0
"mówić";0,00025754247590989;0,0005196579417068;0,0007175217568069;0,00022815598503711;0,000386004909936885;0,00104999378632538;0,000532405890111404;0,00059250569611171;0,00102134547870356;0;0,00028288936281842;0;0;0,0017078413521876;0,000944994407692844;0,000316235849594658;0;0,00141506854895544;0,000641291025672037;0,0003897434562801
"mózg";0;0;0;0;0;0;0;0,00167911999642099;0;0;0;0,0024306976857604;0,00271255262058098;0;0;0;0;0;0;0
"możliwość";0;0;0;0;0,00119904076738609;0;0;0;0;0,00321027287319422;0,00175746924428822;0;0;0;0,00587084148727984;0,00196463654223969;0;0;0;0
"mrok";0;0,00213386294574231;0,00196423193891139;0,0028106196205968;0,00158504567732298;0;0;0;0,000838786862238174;0;0;0;0;0;0;0;0;0,000968445490759972;0,000877774299393999;0,000800198604653367
"mróz";0;0,0110450588949403;0;0,00193973465213764;0,00328173332633838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"mruczeć";0;0;0;0,00193973465213764;0,00164086666316919;0;0;0;0,00347330659158148;0;0;0;0;0;0;0;0;0;0;0
"mruknąć";0,00371508495181978;0;0;0;0,0041761296670636;0;0;0;0,00147330462873564;0;0;0;0;0;0,00454389059664846;0;0;0;0;0
"msza";0;0;0;0,00235430765052258;0;0;0;0;0;0,00533214782485933;0;0;0;0;0;0;0;0;0;0
"mundur";0;0;0;0;0;0;0;0;0;0;0,00291909322925076;0;0;0;0;0;0;0;0,00220579554773397;0
"mur";0;0;0;0,000936873206865601;0,00396261419330744;0;0,000728736546244411;0,00729898948097317;0,00587150803566722;0;0;0;0;0;0,00388041515133277;0;0,00183092533917917;0;0;0,0248061567442544
"musieć";0;0;0;0,00088091903153263;0,000372594950087692;0,00162162655380631;0,00308345942156363;0,00228768727636664;0,00157738166686871;0,000498786819218515;0;0,00110388699244453;0;0,000824255141573303;0,000608109957677368;0;0;0,0031871198807501;0,000825349769915365;0,00150481447154061
"musze";0;0;0;0;0;0;0;0;0;0;0;0;0;0,00440574017889571;0,00325041887953754;0;0;0;0;0
"muzyka";0;0;0;0;0;0;0;0;0,0042156447904662;0;0;0;0;0;0;0;0;0;0;0,00201085235768
